Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
1996,TOR,Damon Stoudamire,1,76.0,113,0.673,ROY
1996,POR,Arvydas Sabonis,2,17.0,113,0.15,ROY
1996,GSW,Joe Smith,3,15.0,113,0.133,ROY
1996,PHO,Michael Finley,4T,2.0,113,0.018,ROY
1996,PHI,Jerry Stackhouse,4T,2.0,113,0.018,ROY
1996,MIN,Kevin Garnett,6,1.0,113,0.009,ROY
