PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Isiah Thomas,28,20,758,21.0,0.56,0.213,0.319,3.3,13.3,8.3,35.6,3.0,0.6,16.5,25.4,,1.4,1.6,3.1,0.19399999999999998,,4.4,3.2,7.6,1.8
Joe Dumars,26,20,754,15.2,0.545,0.067,0.39799999999999996,2.8,4.0,3.4,20.1,1.5,0.0,13.9,22.6,,1.1,1.0,2.1,0.133,,1.2,0.5,1.8,0.7
Bill Laimbeer,32,20,667,15.3,0.524,0.21600000000000003,0.146,7.2,29.3,18.4,6.3,1.8,1.8,7.0,15.0,,0.9,1.7,2.6,0.188,,0.7,2.9,3.6,0.9
Dennis Rodman,28,19,560,10.6,0.5710000000000001,0.0,0.368,11.5,21.7,16.7,4.3,0.8,1.6,21.9,11.1,,0.2,1.1,1.4,0.11699999999999999,,-1.6,1.6,0.0,0.3
John Salley,25,20,547,14.9,0.575,0.0,0.8029999999999999,12.2,12.6,12.4,5.3,0.9,4.1,11.8,15.1,,1.1,1.0,2.1,0.18899999999999997,,-0.2,2.8,2.6,0.6
James Edwards,34,20,536,12.8,0.523,0.004,0.41600000000000004,5.3,10.1,7.7,4.1,0.5,1.4,10.2,25.0,,0.3,0.8,1.1,0.096,,-1.8,0.1,-1.7,0.0
Vinnie Johnson,33,20,463,13.9,0.508,0.038,0.23399999999999999,7.1,6.9,7.0,19.0,0.9,0.6,13.3,22.2,,0.4,0.6,1.0,0.105,,0.2,0.8,1.0,0.4
Mark Aguirre,30,20,439,15.1,0.529,0.13,0.28300000000000003,8.3,15.7,12.0,10.2,1.2,0.5,12.7,23.7,,0.4,0.8,1.2,0.128,,0.4,0.9,1.4,0.4
Dave Greenwood,32,5,47,1.6,0.434,0.0,1.0,5.0,17.1,11.1,0.0,2.2,0.0,25.8,7.3,,-0.1,0.1,0.0,0.045,,-7.1,1.7,-5.4,0.0
William Bedford,26,5,19,-0.4,0.29100000000000004,0.0,0.33299999999999996,0.0,12.1,6.1,0.0,0.0,3.6,0.0,15.9,,0.0,0.0,0.0,-0.017,,-9.6,0.3,-9.3,0.0
Gerald Henderson,34,8,19,8.3,0.2,0.6,0.0,12.4,6.0,9.2,28.2,5.5,0.0,16.7,13.9,,0.0,0.0,0.0,0.03,,-3.7,4.7,1.1,0.0
Scott Hastings,29,5,16,-2.7,0.25,0.75,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,11.0,,0.0,0.0,0.0,-0.018000000000000002,,-10.0,1.8,-8.2,0.0
