SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1990,25,POR,Clyde Drexler,27,21,853,19.0,0.5,0.1,0.32,7.8,11.9,9.8,29.2,3.0,1.3,13.1,24.5,,1.0,1.2,2.2,0.12,,4.2,2.2,6.3,1.8
1990,25,POR,Jerome Kersey,27,21,831,16.1,0.51,0.01,0.4,8.4,15.0,11.6,9.0,2.0,1.4,9.6,23.1,,0.8,1.1,1.9,0.11,,1.0,0.8,1.9,0.8
1990,25,POR,Terry Porter,26,21,815,18.5,0.62,0.37,0.6,1.2,7.4,4.1,29.4,1.7,0.2,15.2,20.5,,2.3,0.7,2.9,0.17,,4.8,0.4,5.2,1.4
1990,25,POR,Buck Williams,29,21,776,12.4,0.56,0.0,0.53,9.1,18.7,13.7,7.5,0.8,0.5,14.3,15.1,,0.8,0.8,1.6,0.1,,0.0,-0.1,0.0,0.4
1990,25,POR,Kevin Duckworth,25,15,453,9.0,0.48,0.0,0.25,6.5,15.0,10.6,5.7,0.5,1.2,13.7,21.7,,-0.4,0.4,0.1,0.01,,-3.1,-0.9,-3.9,-0.2
1990,25,POR,Clifford Robinson,23,21,391,9.1,0.39,0.03,0.34,8.7,16.2,12.3,8.8,2.3,3.7,12.6,20.8,,-0.6,0.6,0.0,0.0,,-4.1,1.7,-2.4,0.0
1990,25,POR,Danny Young,27,21,294,9.7,0.51,0.4,0.38,4.0,7.5,5.6,15.4,2.3,0.4,16.9,14.0,,0.1,0.3,0.4,0.06,,-1.2,1.5,0.2,0.2
1990,25,POR,DraAen PetroviA,25,20,253,9.5,0.49,0.15,0.33,4.2,10.0,7.0,12.9,1.1,0.0,13.8,23.4,,-0.1,0.2,0.1,0.01,,-1.9,-1.4,-3.3,-0.1
1990,25,POR,Wayne Cooper,33,18,248,11.0,0.43,0.0,0.4,10.7,21.4,15.8,2.8,1.0,7.0,8.3,9.9,,0.1,0.4,0.5,0.1,,-2.5,2.8,0.3,0.1
1990,25,POR,Mark Bryant,24,13,160,5.9,0.57,0.0,0.24,5.9,14.4,10.0,2.7,0.9,0.8,24.7,12.4,,-0.1,0.2,0.1,0.03,,-4.5,0.3,-4.2,-0.1
1990,25,POR,Byron Irvin,23,4,47,3.9,0.3,0.0,0.27,9.0,9.8,9.4,15.3,2.1,0.0,10.9,24.0,,-0.1,0.0,-0.1,-0.1,,-5.5,-2.3,-7.8,-0.1
1990,25,POR,Nate Johnston,23,3,19,25.4,0.57,0.0,0.09,11.1,24.3,17.4,10.8,2.5,3.2,0.0,24.6,,0.1,0.0,0.1,0.26,,3.6,3.6,7.3,0.0
