SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,6,CLE,Craig Ehlo,28,5,196,12.5,0.49,0.24,0.31,4.7,13.5,9.6,23.2,1.6,0.0,14.6,19.3,0.0,0.2,0.2,0.05,-1.2,-0.1,-1.3,0.0
1990,6,CLE,Mark Price,25,5,192,22.2,0.67,0.28,0.49,0.0,7.7,4.3,34.2,2.4,0.3,16.8,21.3,0.6,0.1,0.8,0.2,4.9,0.9,5.8,0.4
1990,6,CLE,Brad Daugherty,24,5,186,22.3,0.63,0.0,0.66,2.8,25.0,15.1,17.4,0.6,1.4,12.6,25.5,0.5,0.2,0.7,0.17,3.1,1.5,4.6,0.3
1990,6,CLE,Hot Rod Williams,27,5,174,19.9,0.6,0.0,0.31,10.6,19.4,15.5,10.3,0.6,1.8,8.1,22.9,0.4,0.2,0.6,0.17,1.7,0.0,1.7,0.2
1990,6,CLE,Larry Nance,30,5,159,15.7,0.61,0.0,0.27,3.3,13.3,8.8,11.2,1.0,4.0,7.4,15.7,0.3,0.2,0.4,0.14,0.1,1.9,2.0,0.2
1990,6,CLE,Winston Bennett,24,5,135,12.2,0.5,0.0,0.13,13.6,5.5,9.1,5.6,1.1,0.5,7.5,18.2,0.1,0.1,0.2,0.06,-0.7,-1.8,-2.5,0.0
1990,6,CLE,Steve Kerr,24,5,73,5.4,0.29,0.21,0.0,1.8,7.2,4.8,17.5,2.8,0.0,12.5,10.1,-0.1,0.1,0.0,-0.02,-5.2,0.3,-4.9,-0.1
1990,6,CLE,Tree Rollins,34,3,38,6.6,0.61,0.0,2.67,0.0,22.3,12.3,3.2,2.7,1.7,31.5,11.5,0.0,0.1,0.0,0.04,-6.1,2.7,-3.3,0.0
1990,6,CLE,Derrick Chievous,22,3,28,21.5,0.68,0.0,0.9,9.4,3.8,6.3,11.5,1.8,0.0,17.7,27.8,0.1,0.0,0.1,0.16,2.2,-0.6,1.6,0.0
1990,6,CLE,Paul Mokeski,33,3,10,21.3,0.69,0.0,1.0,0.0,21.1,11.7,0.0,5.1,6.3,0.0,13.2,0.0,0.0,0.1,0.29,0.1,6.5,6.6,0.0
1990,6,CLE,John Morton,22,2,9,7.5,0.51,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,14.5,35.1,0.0,0.0,0.0,-0.1,-8.1,-6.8,-14.9,0.0
