PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Fat Lever,29,3,113,18.5,0.455,0.13699999999999998,0.275,8.9,19.4,13.8,25.3,3.1,0.4,8.0,21.3,,0.1,0.1,0.2,0.069,,2.8,0.6,3.4,0.2
Michael Adams,27,3,105,9.5,0.52,0.588,0.235,0.0,6.0,2.8,22.0,1.7,0.0,17.6,16.8,,0.0,0.0,0.0,-0.017,,-1.8,-2.0,-3.8,0.0
Blair Rasmussen,27,3,84,14.5,0.44799999999999995,0.0,0.20800000000000002,8.7,22.4,15.1,1.8,1.1,2.4,3.7,25.1,,0.0,0.0,0.0,0.008,,-1.5,-3.1,-4.6,-0.1
Bill Hanzlik,32,3,79,11.6,0.491,0.17600000000000002,0.588,5.8,6.6,6.2,16.6,2.8,1.3,8.5,11.5,,0.1,0.0,0.1,0.078,,-1.1,1.5,0.4,0.0
Alex English,36,3,76,23.4,0.604,0.0,0.25,3.6,8.2,5.8,20.6,1.2,0.7,3.9,25.9,,0.2,0.0,0.2,0.149,,5.6,-0.2,5.4,0.1
Walter Davis,35,3,70,10.6,0.441,0.022000000000000002,0.133,5.2,7.5,6.3,13.3,0.6,0.0,9.5,29.1,,-0.1,0.0,-0.1,-0.1,,-1.4,-4.7,-6.1,-0.1
Todd Lichti,23,3,70,17.3,0.589,0.034,0.655,6.6,19.4,12.6,18.7,0.6,0.0,17.6,25.1,,0.1,0.0,0.1,0.049,,0.8,-1.3,-0.5,0.0
Joe Barry Carroll,31,3,46,16.5,0.5920000000000001,0.0,0.125,2.0,18.1,9.6,9.2,1.0,5.4,5.6,15.1,,0.1,0.0,0.1,0.099,,-0.1,2.5,2.4,0.1
Tim Kempton,26,3,32,17.2,0.836,0.0,0.444,2.9,13.0,7.6,18.3,0.0,0.0,15.7,15.4,,0.1,0.0,0.1,0.172,,0.6,1.0,1.6,0.0
T.R. Dunn,34,3,31,9.3,,,,3.0,20.2,11.0,7.1,5.7,1.6,100.0,1.2,,0.0,0.0,0.0,0.062,,-3.0,5.1,2.1,0.0
Jerome Lane,23,2,14,-10.6,0.129,0.0,0.667,0.0,7.5,3.5,15.8,0.0,0.0,34.0,16.3,,-0.1,0.0,-0.1,-0.34,,-15.8,-2.1,-17.8,-0.1
