PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Michael Jordan,26,16,674,31.7,0.5920000000000001,0.11699999999999999,0.373,4.2,16.6,10.2,34.5,3.5,1.5,10.1,36.1,,2.7,1.3,4.0,0.284,,10.2,3.5,13.7,2.7
Horace Grant,24,16,616,15.4,0.535,0.013000000000000001,0.33299999999999996,13.9,17.2,15.5,9.8,1.5,2.1,12.5,14.9,,0.8,0.9,1.8,0.13699999999999998,,2.0,0.2,2.2,0.7
Scottie Pippen,24,15,612,18.7,0.569,0.14800000000000002,0.47600000000000003,6.3,15.1,10.6,21.7,2.6,2.2,16.2,21.8,,0.9,1.0,1.9,0.149,,2.9,2.5,5.4,1.2
Bill Cartwright,32,16,462,6.4,0.461,0.0,0.355,6.3,13.3,9.7,5.0,0.6,0.6,15.2,15.7,,-0.3,0.5,0.2,0.016,,-3.6,-2.1,-5.7,-0.4
John Paxson,29,15,395,7.9,0.494,0.10300000000000001,0.161,0.6,6.2,3.3,19.5,1.2,0.0,13.9,12.1,,0.2,0.3,0.5,0.065,,-2.6,-0.6,-3.2,-0.1
Stacey King,23,16,281,10.9,0.49200000000000005,0.011000000000000001,0.516,7.1,14.9,10.9,4.8,1.1,2.1,13.2,20.2,,0.0,0.4,0.4,0.061,,-2.5,-1.2,-3.7,-0.1
Craig Hodges,29,16,254,4.8,0.469,0.5539999999999999,0.054000000000000006,2.8,5.8,4.2,9.8,0.8,0.0,15.6,15.6,,-0.2,0.2,0.0,0.003,,-3.2,-1.8,-5.0,-0.2
Ed Nealy,29,15,228,8.1,0.519,0.027999999999999997,0.583,8.2,19.4,13.7,3.0,2.3,0.3,13.4,10.1,,0.1,0.4,0.5,0.10400000000000001,,-3.2,0.7,-2.5,0.0
B.J. Armstrong,22,16,217,9.3,0.441,0.065,0.387,1.6,9.6,5.5,19.2,2.4,0.0,14.2,17.2,,-0.1,0.3,0.2,0.045,,-3.2,0.4,-2.8,0.0
Will Perdue,24,13,78,16.6,0.557,0.071,0.643,10.5,18.9,14.6,4.1,0.0,4.6,10.0,22.5,,0.1,0.1,0.2,0.153,,-0.2,0.4,0.3,0.0
Charles Davis,31,6,20,-0.8,0.28600000000000003,0.14300000000000002,0.0,17.5,0.0,9.0,7.2,0.0,0.0,12.5,17.6,,0.0,0.0,0.0,-0.08800000000000001,,-8.0,-4.6,-12.6,-0.1
Jeff Sanders,24,3,3,26.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,,0.0,0.0,0.0,0.24100000000000002,,8.4,2.3,10.7,0.0
