Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,24,702,PHO,Phoenix Suns,25.0,NBA,SF,75.0,,30.8,8.8,15.5,0.56,0.0,0.1,0.0,8.8,15.5,0.56,0.56,4.0,4.9,0.82,1.0,2.6,3.6,4.5,1.5,0.3,3.2,2.7,21.5
1981,24,702,PHO,Phoenix Suns,26.0,NBA,SG,78.0,,28.0,7.6,14.1,0.54,0.1,0.2,0.41,7.5,13.9,0.54,0.54,2.7,3.2,0.84,0.8,1.8,2.6,3.9,1.2,0.2,2.8,2.5,18.0
1982,24,702,PHO,Phoenix Suns,27.0,NBA,SF,55.0,12.0,21.5,6.4,12.2,0.52,0.1,0.3,0.19,6.3,11.9,0.53,0.52,1.7,2.0,0.82,0.4,1.5,1.9,2.9,0.8,0.1,2.0,1.9,14.4
1983,24,702,PHO,Phoenix Suns,28.0,NBA,SG,80.0,79.0,31.1,8.3,16.1,0.52,0.1,0.3,0.3,8.2,15.8,0.52,0.52,2.3,2.8,0.82,0.8,1.7,2.5,5.0,1.5,0.2,2.4,2.3,19.0
1984,24,702,PHO,Phoenix Suns,29.0,NBA,SG,78.0,70.0,32.6,8.4,16.3,0.51,0.3,1.1,0.23,8.1,15.2,0.53,0.52,3.0,3.5,0.86,0.5,2.1,2.6,5.5,1.4,0.2,2.7,2.6,20.0
1985,24,702,PHO,Phoenix Suns,30.0,NBA,SG,23.0,9.0,24.8,6.0,13.4,0.45,0.1,0.4,0.3,5.9,13.0,0.46,0.46,2.8,3.2,0.88,0.3,1.3,1.5,4.3,0.8,0.0,2.2,1.8,15.0
1986,24,702,PHO,Phoenix Suns,31.0,NBA,SG,70.0,62.0,32.0,8.9,18.4,0.48,0.3,1.1,0.24,8.7,17.3,0.5,0.49,3.7,4.4,0.84,0.8,2.1,2.9,5.2,1.4,0.0,3.1,2.2,21.8
1987,24,702,PHO,Phoenix Suns,32.0,NBA,SG,79.0,79.0,33.5,9.9,19.2,0.51,0.3,1.0,0.26,9.6,18.2,0.53,0.52,3.6,4.2,0.86,1.1,1.9,3.1,4.6,1.2,0.1,2.9,2.3,23.6
1988,24,702,PHO,Phoenix Suns,33.0,NBA,SF,68.0,48.0,28.7,7.2,15.2,0.47,0.5,1.4,0.38,6.6,13.8,0.48,0.49,3.0,3.4,0.89,0.5,1.9,2.3,4.1,1.3,0.0,1.9,1.9,17.9
1989,8,702,DEN,Denver Nuggets,34.0,NBA,SG,81.0,0.0,22.9,6.6,13.3,0.5,0.2,0.9,0.29,6.4,12.4,0.51,0.51,2.2,2.5,0.88,0.5,1.4,1.9,2.3,0.9,0.1,1.6,2.3,15.6
1990,8,702,DEN,Denver Nuggets,35.0,NBA,SG,69.0,0.0,23.7,7.2,15.0,0.48,0.1,0.7,0.13,7.1,14.3,0.5,0.48,3.0,3.3,0.91,0.7,1.9,2.6,2.2,0.9,0.1,1.5,2.3,17.5
1991,31,702,TOT,Total After Trade,36.0,NBA,SG,71.0,14.0,20.9,5.7,12.1,0.47,0.2,0.5,0.31,5.5,11.6,0.48,0.47,1.5,1.6,0.92,1.0,1.5,2.5,1.8,1.1,0.0,1.2,2.1,13.0
1991,8,702,DEN,Denver Nuggets,36.0,NBA,SG,39.0,13.0,26.8,8.1,17.1,0.47,0.3,0.8,0.3,7.8,16.3,0.48,0.48,2.2,2.4,0.92,1.3,1.8,3.2,2.2,1.6,0.1,1.6,2.8,18.7
1991,25,702,POR,Portland Trail Blazers,36.0,NBA,SG,32.0,1.0,13.7,2.7,6.1,0.45,0.0,0.1,0.33,2.7,6.0,0.45,0.45,0.7,0.7,0.91,0.6,1.2,1.8,1.3,0.6,0.0,0.8,1.3,6.1
1992,8,702,DEN,Denver Nuggets,37.0,NBA,SF,46.0,0.0,16.1,4.0,8.8,0.46,0.1,0.3,0.31,3.9,8.4,0.46,0.46,1.8,2.0,0.87,0.4,1.1,1.5,1.5,0.6,0.0,1.0,1.5,9.9
