Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2012,20.0,DET,NBA,PG,66.0,60.0,2129.0,319.0,769.0,0.415,105.0,276.0,0.38,214.0,493.0,0.434,0.483,104.0,137.0,0.759,33.0,178.0,211.0,251.0,49.0,10.0,171.0,154.0,847.0,,0.0
2013,21.0,DET,NBA,PG,75.0,75.0,2365.0,357.0,878.0,0.407,120.0,327.0,0.367,237.0,551.0,0.43,0.475,165.0,225.0,0.733,54.0,193.0,247.0,303.0,58.0,8.0,205.0,157.0,999.0,,0.0
2014,22.0,MIL,NBA,PG,72.0,69.0,2400.0,461.0,1092.0,0.422,110.0,338.0,0.325,351.0,754.0,0.466,0.473,259.0,323.0,0.802,46.0,209.0,255.0,352.0,69.0,17.0,188.0,146.0,1291.0,,0.0
2015,23.0,TOT,NBA,"PG,SG",63.0,61.0,2035.0,375.0,888.0,0.422,125.0,321.0,0.389,250.0,567.0,0.441,0.493,195.0,223.0,0.874,28.0,216.0,244.0,330.0,90.0,10.0,189.0,114.0,1070.0,,0.0
2015,23.0,MIL,NBA,PG,52.0,52.0,1688.0,324.0,745.0,0.435,104.0,254.0,0.409,220.0,491.0,0.448,0.505,171.0,194.0,0.881,26.0,195.0,221.0,281.0,84.0,9.0,166.0,93.0,923.0,,0.0
2015,23.0,PHO,NBA,SG,11.0,9.0,347.0,51.0,143.0,0.357,21.0,67.0,0.313,30.0,76.0,0.395,0.43,24.0,29.0,0.828,2.0,21.0,23.0,49.0,6.0,1.0,23.0,21.0,147.0,,0.0
2016,24.0,PHO,NBA,SG,52.0,50.0,1870.0,371.0,895.0,0.415,120.0,351.0,0.342,251.0,544.0,0.461,0.482,156.0,183.0,0.852,36.0,166.0,202.0,263.0,61.0,20.0,177.0,124.0,1018.0,,1.0
2017,25.0,PHO,NBA,SG,54.0,5.0,1140.0,209.0,525.0,0.398,45.0,139.0,0.324,164.0,386.0,0.425,0.441,132.0,154.0,0.857,25.0,93.0,118.0,130.0,27.0,5.0,88.0,87.0,595.0,,0.0
2019,27.0,TOT,NBA,PG,39.0,26.0,736.0,99.0,260.0,0.381,41.0,129.0,0.318,58.0,131.0,0.443,0.46,27.0,34.0,0.794,10.0,49.0,59.0,71.0,21.0,2.0,30.0,62.0,266.0,,0.0
2019,27.0,HOU,NBA,PG,12.0,0.0,118.0,11.0,47.0,0.234,5.0,32.0,0.156,6.0,15.0,0.4,0.287,9.0,11.0,0.818,1.0,8.0,9.0,9.0,2.0,0.0,5.0,14.0,36.0,,0.0
2019,27.0,CLE,NBA,PG,27.0,26.0,618.0,88.0,213.0,0.413,36.0,97.0,0.371,52.0,116.0,0.448,0.498,18.0,23.0,0.783,9.0,41.0,50.0,62.0,19.0,2.0,25.0,48.0,230.0,,0.0
2020,28.0,TOT,NBA,"PG,SG",25.0,3.0,462.0,59.0,167.0,0.353,45.0,131.0,0.344,14.0,36.0,0.389,0.488,20.0,34.0,0.588,4.0,37.0,41.0,69.0,10.0,3.0,38.0,40.0,183.0,,0.0
2020,28.0,CLE,NBA,SG,16.0,0.0,241.0,28.0,86.0,0.326,19.0,64.0,0.297,9.0,22.0,0.409,0.436,4.0,13.0,0.308,3.0,17.0,20.0,31.0,5.0,2.0,16.0,20.0,79.0,,0.0
2020,28.0,DET,NBA,PG,9.0,3.0,221.0,31.0,81.0,0.383,26.0,67.0,0.388,5.0,14.0,0.357,0.543,16.0,21.0,0.762,1.0,20.0,21.0,38.0,5.0,1.0,22.0,20.0,104.0,,0.0
