Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,22.0,SAS,NBA,PG,4.0,0.0,76.0,7.0,21.0,0.333,3.0,8.0,0.375,4.0,13.0,0.308,0.405,6.0,7.0,0.857,3.0,5.0,8.0,2.0,2.0,1.0,2.0,6.0,23.0
2010,23.0,SAS,NBA,PG,10.0,8.0,344.0,46.0,102.0,0.451,11.0,29.0,0.379,35.0,73.0,0.479,0.505,31.0,37.0,0.838,5.0,26.0,31.0,7.0,10.0,2.0,8.0,21.0,134.0
2011,24.0,SAS,NBA,PG,6.0,1.0,189.0,20.0,50.0,0.4,4.0,15.0,0.267,16.0,35.0,0.457,0.44,26.0,30.0,0.867,5.0,25.0,30.0,14.0,9.0,2.0,8.0,15.0,70.0
2012,25.0,IND,NBA,PG,11.0,11.0,346.0,47.0,105.0,0.448,15.0,40.0,0.375,32.0,65.0,0.492,0.519,39.0,46.0,0.848,9.0,16.0,25.0,32.0,13.0,3.0,22.0,21.0,148.0
2013,26.0,IND,NBA,PG,18.0,18.0,685.0,83.0,207.0,0.401,34.0,95.0,0.358,49.0,112.0,0.438,0.483,63.0,76.0,0.829,5.0,62.0,67.0,77.0,22.0,4.0,40.0,41.0,263.0
2014,27.0,IND,NBA,PG,19.0,19.0,687.0,79.0,178.0,0.444,28.0,77.0,0.364,51.0,101.0,0.505,0.522,44.0,61.0,0.721,13.0,58.0,71.0,57.0,23.0,4.0,28.0,43.0,230.0
2016,29.0,IND,NBA,PG,7.0,7.0,235.0,32.0,57.0,0.561,13.0,27.0,0.481,19.0,30.0,0.633,0.675,18.0,22.0,0.818,6.0,13.0,19.0,15.0,6.0,1.0,8.0,16.0,95.0
2017,30.0,UTA,NBA,PG,8.0,8.0,281.0,46.0,98.0,0.469,12.0,31.0,0.387,34.0,67.0,0.507,0.531,21.0,29.0,0.724,8.0,25.0,33.0,29.0,2.0,1.0,13.0,25.0,125.0
2018,31.0,CLE,NBA,PG,19.0,18.0,557.0,59.0,131.0,0.45,16.0,51.0,0.314,43.0,80.0,0.538,0.511,41.0,53.0,0.774,13.0,28.0,41.0,42.0,10.0,8.0,22.0,52.0,175.0
2019,32.0,MIL,NBA,PG,15.0,0.0,395.0,63.0,118.0,0.534,20.0,48.0,0.417,43.0,70.0,0.614,0.619,27.0,33.0,0.818,15.0,38.0,53.0,42.0,13.0,4.0,6.0,34.0,173.0
2020,33.0,MIL,NBA,PG,10.0,1.0,268.0,32.0,67.0,0.478,10.0,28.0,0.357,22.0,39.0,0.564,0.552,21.0,26.0,0.808,5.0,19.0,24.0,31.0,6.0,0.0,16.0,17.0,95.0
