Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",21.0,NBA,C,82.0,5.0,1611.0,274.0,549.0,0.5,0.0,5.0,0.0,274.0,544.0,0.5,0.5,153.0,216.0,0.71,167.0,345.0,512.0,75.0,79.0,114.0,110.0,240.0,701.0,,0.0
1991,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",22.0,NBA,C,82.0,81.0,2310.0,360.0,637.0,0.56,5.0,14.0,0.36,355.0,623.0,0.57,0.57,196.0,279.0,0.7,205.0,461.0,666.0,92.0,106.0,127.0,146.0,247.0,921.0,,0.0
1992,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",23.0,NBA,C,36.0,18.0,979.0,157.0,317.0,0.5,5.0,19.0,0.26,152.0,298.0,0.51,0.5,86.0,112.0,0.77,87.0,160.0,247.0,60.0,55.0,35.0,88.0,114.0,405.0,,0.0
1993,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",24.0,NBA,C,82.0,69.0,2525.0,397.0,819.0,0.48,21.0,75.0,0.28,376.0,744.0,0.5,0.5,235.0,341.0,0.69,220.0,509.0,729.0,232.0,128.0,140.0,214.0,311.0,1050.0,,0.0
1994,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",25.0,NBA,C,79.0,73.0,2685.0,453.0,895.0,0.51,9.0,47.0,0.19,444.0,848.0,0.52,0.51,208.0,303.0,0.69,282.0,569.0,851.0,307.0,92.0,112.0,191.0,288.0,1123.0,,2.0
1995,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",26.0,NBA,C,80.0,80.0,2807.0,485.0,957.0,0.51,10.0,53.0,0.19,475.0,904.0,0.52,0.51,297.0,382.0,0.78,261.0,568.0,829.0,329.0,109.0,174.0,205.0,305.0,1277.0,,1.0
1996,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",27.0,NBA,C,79.0,79.0,2470.0,414.0,807.0,0.51,3.0,18.0,0.17,411.0,789.0,0.52,0.52,189.0,295.0,0.64,198.0,481.0,679.0,261.0,76.0,131.0,199.0,274.0,1020.0,,1.0
1997,,753,CHH,None,Vlade Divac,"February 3, 1968",28.0,NBA,C,81.0,80.0,2840.0,418.0,847.0,0.49,11.0,47.0,0.23,407.0,800.0,0.51,0.5,177.0,259.0,0.68,241.0,484.0,725.0,301.0,103.0,180.0,193.0,277.0,1024.0,,0.0
1998,,753,CHH,None,Vlade Divac,"February 3, 1968",29.0,NBA,C,64.0,41.0,1805.0,267.0,536.0,0.5,3.0,14.0,0.21,264.0,522.0,0.51,0.5,130.0,188.0,0.69,183.0,335.0,518.0,172.0,83.0,94.0,114.0,179.0,667.0,,0.0
1999,26.0,753,SAC,Sacramento Kings,Vlade Divac,"February 3, 1968",30.0,NBA,C,50.0,50.0,1761.0,262.0,557.0,0.47,11.0,43.0,0.26,251.0,514.0,0.49,0.48,179.0,255.0,0.7,140.0,361.0,501.0,215.0,44.0,51.0,131.0,166.0,714.0,,1.0
2000,26.0,753,SAC,Sacramento Kings,Vlade Divac,"February 3, 1968",31.0,NBA,C,82.0,81.0,2374.0,384.0,764.0,0.5,7.0,26.0,0.27,377.0,738.0,0.51,0.51,230.0,333.0,0.69,174.0,482.0,656.0,244.0,103.0,103.0,190.0,251.0,1005.0,,1.0
2001,26.0,753,SAC,Sacramento Kings,Vlade Divac,"February 3, 1968",32.0,NBA,C,81.0,81.0,2420.0,364.0,755.0,0.48,4.0,14.0,0.29,360.0,741.0,0.49,0.48,242.0,350.0,0.69,207.0,466.0,673.0,231.0,87.0,93.0,192.0,242.0,974.0,,0.0
2002,26.0,753,SAC,Sacramento Kings,Vlade Divac,"February 3, 1968",33.0,NBA,C,80.0,80.0,2420.0,338.0,716.0,0.47,3.0,13.0,0.23,335.0,703.0,0.48,0.47,209.0,340.0,0.62,205.0,466.0,671.0,297.0,79.0,94.0,158.0,229.0,888.0,,1.0
2003,26.0,753,SAC,Sacramento Kings,Vlade Divac,"February 3, 1968",34.0,NBA,C,80.0,80.0,2384.0,305.0,655.0,0.47,6.0,25.0,0.24,299.0,630.0,0.48,0.47,179.0,251.0,0.71,157.0,417.0,574.0,274.0,83.0,105.0,152.0,239.0,795.0,,0.0
2004,26.0,753,SAC,Sacramento Kings,Vlade Divac,"February 3, 1968",35.0,NBA,C,81.0,81.0,2317.0,314.0,668.0,0.47,2.0,13.0,0.15,312.0,655.0,0.48,0.47,170.0,260.0,0.65,136.0,327.0,463.0,432.0,57.0,77.0,173.0,222.0,800.0,,1.0
2005,14.0,753,LAL,Los Angeles Lakers,Vlade Divac,"February 3, 1968",36.0,NBA,C,15.0,0.0,130.0,13.0,31.0,0.42,0.0,0.0,,13.0,31.0,0.42,0.42,8.0,12.0,0.67,18.0,14.0,32.0,19.0,4.0,1.0,14.0,25.0,34.0,,0.0
