Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1987,22.0,UTA,NBA,SG,67.0,636.0,11.3,0.474,0.184,0.117,4.9,7.9,6.4,13.7,2.0,0.4,11.4,24.1,,-0.3,0.8,0.5,0.035,,-3.1,-0.3,-3.4,-0.2
1988,23.0,CLE,NBA,SG,79.0,1499.0,15.1,0.5,0.109,0.136,3.5,9.4,6.5,16.3,3.1,0.9,12.1,25.5,,0.0,2.0,2.0,0.064,,-0.8,0.7,-0.2,0.7
1989,24.0,CHH,NBA,SG,48.0,813.0,18.3,0.527,0.106,0.088,3.4,11.2,7.1,11.2,2.5,0.3,7.5,29.5,,0.4,0.5,0.9,0.052,,1.5,-0.6,0.9,0.6
1990,25.0,CHH,NBA,SG,67.0,1860.0,15.9,0.517,0.148,0.105,1.8,8.9,5.1,14.7,2.6,0.8,8.8,26.0,,0.4,1.5,1.8,0.048,,0.5,0.4,0.9,1.4
1991,26.0,CHH,NBA,SG,76.0,1515.0,17.0,0.524,0.12,0.159,3.5,11.9,7.5,18.0,2.4,1.0,9.5,23.8,,1.5,1.2,2.7,0.086,,1.4,0.4,1.9,1.5
1992,27.0,CHH,NBA,SG,77.0,2020.0,16.4,0.547,0.176,0.146,3.0,10.9,6.9,13.2,2.2,0.6,10.8,24.8,,1.9,1.3,3.2,0.077,,1.1,-0.8,0.3,1.2
1993,28.0,CHH,NBA,SG,80.0,2094.0,16.0,0.524,0.215,0.142,2.8,11.5,7.3,13.2,2.0,0.6,9.9,25.6,,1.7,1.7,3.4,0.077,,1.1,-0.8,0.3,1.2
1994,29.0,CHH,NBA,SG,82.0,2173.0,18.5,0.543,0.323,0.114,3.7,9.4,6.7,16.7,2.2,0.8,8.9,26.5,,3.6,1.4,5.0,0.11,,3.5,-0.8,2.8,2.6
1995,30.0,CHH,NBA,SG,69.0,1718.0,15.5,0.565,0.464,0.143,3.0,8.4,5.8,11.5,1.7,0.8,10.6,24.9,,1.6,1.7,3.3,0.093,,2.1,-0.6,1.5,1.5
1996,31.0,CHH,NBA,SG,82.0,2371.0,16.8,0.568,0.417,0.176,3.4,10.2,6.8,12.5,2.4,0.8,11.0,22.5,,3.8,1.4,5.1,0.104,,2.1,-0.3,1.8,2.3
1997,32.0,CHH,NBA,SG,68.0,2078.0,15.0,0.561,0.354,0.17,2.4,9.7,6.1,10.0,1.6,0.5,9.4,22.5,,2.8,1.0,3.8,0.089,,1.2,-1.2,0.0,1.0
1998,33.0,CHH,NBA,SG,52.0,971.0,15.1,0.536,0.334,0.12,3.3,9.2,6.3,12.9,1.7,0.3,10.6,24.3,,1.0,0.7,1.7,0.085,,1.2,-1.3,-0.1,0.5
1999,34.0,MIL,NBA,SG,42.0,864.0,18.7,0.603,0.432,0.101,2.6,9.2,5.9,10.3,2.3,0.3,11.4,21.9,,2.0,0.6,2.6,0.144,,4.4,-0.5,4.0,1.3
2001,36.0,TOR,NBA,SG,71.0,956.0,14.4,0.53,0.38,0.134,1.8,8.3,5.0,13.2,1.5,0.6,8.8,20.7,,1.5,0.5,2.0,0.101,,1.2,-0.8,0.3,0.6
2002,37.0,TOR,NBA,SG,56.0,886.0,12.0,0.495,0.378,0.107,2.9,7.8,5.2,11.9,1.3,0.5,10.1,20.8,,0.6,0.6,1.2,0.063,,0.0,-1.0,-1.0,0.2
