Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,28,TOR,Toronto Raptors,Vince Carter,24,75,75,2979,9.2,20.0,0.46,2.0,4.8,0.41,7.3,15.2,0.48,4.6,6.1,0.76,2.1,2.9,5.0,3.5,1.4,1.0,2.0,2.5,25.0,492
2001,28,TOR,Toronto Raptors,Charles Oakley,37,78,77,2767,4.0,10.2,0.39,0.1,0.6,0.22,3.8,9.6,0.4,1.7,2.0,0.84,1.8,7.8,9.6,3.4,1.0,0.6,1.8,3.4,9.7,2181
2001,28,TOR,Toronto Raptors,Antonio Davis,32,78,77,2729,4.9,11.4,0.43,0.0,0.0,0.0,4.9,11.4,0.43,4.2,5.6,0.75,3.6,6.8,10.4,1.4,0.3,2.0,1.8,3.0,14.1,677
2001,28,TOR,Toronto Raptors,Alvin Williams,26,82,34,2394,5.0,11.5,0.43,0.5,1.6,0.31,4.5,9.9,0.45,1.6,2.2,0.75,0.8,2.4,3.2,6.1,1.8,0.4,1.5,2.6,12.1,3127
2001,28,TOR,Toronto Raptors,Morris Peterson,23,80,49,1809,5.8,13.4,0.43,1.3,3.3,0.38,4.5,10.1,0.45,2.1,2.9,0.72,2.2,2.9,5.2,2.1,1.3,0.4,1.6,3.3,14.9,2294
2001,28,TOR,Toronto Raptors,Mark Jackson,35,54,54,1802,3.4,8.1,0.42,1.1,3.3,0.34,2.3,4.8,0.48,1.3,1.5,0.84,0.8,2.9,3.7,9.9,1.3,0.1,2.3,1.7,9.2,1408
2001,28,TOR,Toronto Raptors,Keon Clark,25,46,0,968,6.2,11.9,0.52,0.0,0.0,0.0,6.2,11.9,0.52,2.9,5.0,0.58,2.9,6.3,9.2,1.4,0.6,4.1,1.6,5.3,15.4,543
2001,28,TOR,Toronto Raptors,Dell Curry,36,71,1,956,6.1,14.4,0.42,2.3,5.5,0.43,3.8,8.9,0.42,1.6,1.9,0.84,0.6,2.6,3.2,2.8,1.0,0.3,1.5,2.5,16.2,652
2001,28,TOR,Toronto Raptors,Corliss Williamson,27,42,31,886,6.2,13.2,0.47,0.0,0.1,0.0,6.2,13.1,0.47,3.4,5.3,0.65,2.3,3.9,6.2,1.3,0.6,0.5,2.6,4.0,15.8,3186
2001,28,TOR,Toronto Raptors,Kevin Willis,38,35,9,771,5.8,12.6,0.46,0.0,0.1,0.0,5.8,12.5,0.46,2.8,3.8,0.75,3.2,7.2,10.4,1.0,0.9,1.0,1.9,3.6,14.4,3189
2001,28,TOR,Toronto Raptors,Chris Childs,33,26,0,550,2.7,7.4,0.37,0.8,2.7,0.29,2.0,4.6,0.42,1.4,1.6,0.84,0.7,3.5,4.2,7.8,1.4,0.5,3.8,5.4,7.7,529
2001,28,TOR,Toronto Raptors,Tracy Murray,29,38,1,453,6.1,15.3,0.4,2.3,6.4,0.36,3.8,9.0,0.42,1.9,2.5,0.75,1.4,3.3,4.7,1.1,0.6,0.5,1.6,3.6,16.5,2092
2001,28,TOR,Toronto Raptors,Jerome Williams,27,26,0,378,4.6,8.9,0.52,0.0,0.1,0.0,4.6,8.8,0.52,3.3,4.3,0.78,3.3,6.6,9.9,1.2,1.7,1.0,1.5,4.1,12.5,3148
2001,28,TOR,Toronto Raptors,Kornel David,29,17,0,140,3.9,7.5,0.52,0.0,0.0,,3.9,7.5,0.52,3.1,3.3,0.92,2.3,6.2,8.5,1.0,0.5,0.8,1.8,5.1,10.8,673
2001,28,TOR,Toronto Raptors,Michael Stewart,25,26,0,123,3.2,10.0,0.32,0.0,0.0,,3.2,10.0,0.32,3.2,5.3,0.61,4.7,3.8,8.5,0.6,1.2,0.9,1.5,5.6,9.7,2754
2001,28,TOR,Toronto Raptors,Tyrone Corbin,38,15,1,117,2.8,11.7,0.24,0.0,1.5,0.0,2.8,10.2,0.27,0.6,1.2,0.5,0.9,3.1,4.0,1.2,0.6,0.0,0.9,5.5,6.2,609
2001,28,TOR,Toronto Raptors,Eric Montross,29,12,1,81,2.7,7.6,0.35,0.0,0.0,,2.7,7.6,0.35,0.4,2.2,0.2,4.0,8.9,12.9,1.8,1.3,1.3,1.8,6.7,5.8,2032
2001,28,TOR,Toronto Raptors,Muggsy Bogues,36,3,0,34,0.0,2.1,0.0,0.0,1.1,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,3.2,3.2,5.3,2.1,0.0,4.2,3.2,0.0,278
2001,28,TOR,Toronto Raptors,Mamadou N'Diaye,25,3,0,10,3.6,14.4,0.25,0.0,0.0,,3.6,14.4,0.25,7.2,7.2,1.0,3.6,3.6,7.2,0.0,0.0,0.0,0.0,10.8,14.4,2103
2001,28,TOR,Toronto Raptors,Garth Joseph,27,2,0,8,4.5,9.0,0.5,0.0,0.0,,4.5,9.0,0.5,0.0,0.0,,9.0,0.0,9.0,4.5,0.0,0.0,4.5,4.5,9.0,1572
