Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,12,1196,IND,Indiana Pacers,Al Harrington,20,78,38,1892,4.6,10.3,0.44,0.0,0.1,0.14,4.6,10.2,0.45,2.0,3.0,0.66,2.3,5.0,7.2,2.5,1.2,0.3,2.8,4.2,11.2
2001,12,636,IND,Indiana Pacers,Austin Croshere,25,81,23,1874,5.3,13.5,0.39,1.3,4.0,0.34,4.0,9.5,0.42,3.8,4.4,0.87,2.4,5.1,7.4,1.8,0.7,1.0,2.6,3.5,15.8
2001,12,2785,IND,Indiana Pacers,Bruno Sundov,20,11,4,120,6.0,12.3,0.49,0.0,1.2,0.0,6.0,11.1,0.54,0.9,1.5,0.6,1.2,5.7,6.9,0.6,0.6,1.2,0.9,6.3,12.9
2001,12,1941,IND,Indiana Pacers,Derrick McKey,34,66,20,987,2.2,5.0,0.44,0.1,0.7,0.2,2.0,4.2,0.48,0.8,1.0,0.78,1.8,4.6,6.4,2.7,1.8,0.5,1.7,5.0,5.3
2001,12,2506,IND,Indiana Pacers,Jalen Rose,28,72,72,2943,6.9,15.2,0.46,0.7,2.1,0.34,6.2,13.1,0.48,3.5,4.2,0.83,0.5,3.9,4.4,5.3,0.8,0.5,2.6,2.8,18.1
2001,12,945,IND,Indiana Pacers,Jeff Foster,24,71,9,1152,3.1,6.7,0.47,0.1,0.2,0.29,3.1,6.4,0.48,1.5,2.8,0.52,4.5,7.7,12.2,1.0,1.2,0.9,1.6,4.7,7.8
2001,12,2176,IND,Indiana Pacers,Jermaine O'Neal,22,81,80,2641,5.5,11.8,0.46,0.0,0.1,0.0,5.5,11.8,0.47,3.2,5.3,0.6,3.4,7.4,10.8,1.3,0.7,3.1,2.2,3.8,14.2
2001,12,215,IND,Indiana Pacers,Jonathan Bender,20,59,7,574,4.1,11.7,0.36,0.7,2.6,0.27,3.4,9.1,0.38,3.1,4.3,0.74,0.9,3.8,4.6,2.0,0.4,1.8,2.6,4.6,12.1
2001,12,1601,IND,Indiana Pacers,Lari Ketner,23,3,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.1,0.0,0.0,10.3,0.0,0.0
2001,12,1997,IND,Indiana Pacers,Reggie Miller,35,81,81,3181,5.9,13.3,0.44,1.9,5.3,0.37,3.9,8.1,0.49,3.7,3.9,0.93,0.4,2.8,3.2,2.9,0.9,0.2,1.5,1.8,17.3
2001,12,2284,IND,Indiana Pacers,Sam Perkins,39,64,41,999,3.1,8.1,0.38,1.4,4.0,0.34,1.7,4.2,0.41,1.2,1.4,0.84,1.2,4.9,6.1,1.5,1.2,0.6,0.7,2.2,8.7
2001,12,2000,IND,Indiana Pacers,Terry Mills,33,14,0,113,3.5,10.8,0.32,1.0,5.4,0.18,2.5,5.4,0.47,0.0,0.0,,1.3,5.4,6.7,1.6,1.0,0.3,3.2,6.4,8.0
2001,12,234,IND,Indiana Pacers,Travis Best,28,77,21,2457,5.1,11.5,0.44,0.5,1.4,0.38,4.5,10.1,0.45,2.7,3.3,0.83,0.6,2.7,3.3,6.9,1.6,0.2,1.9,3.6,13.5
2001,12,824,IND,Indiana Pacers,Tyus Edney,27,24,0,263,4.8,12.5,0.38,0.1,0.8,0.17,4.7,11.6,0.4,4.8,5.3,0.9,0.7,2.6,3.3,7.4,2.3,0.0,3.4,2.3,14.5
2001,12,2799,IND,Indiana Pacers,Zan Tabak,30,55,14,777,4.5,8.6,0.53,0.0,0.0,,4.5,8.6,0.53,0.9,2.2,0.43,3.0,6.9,9.9,1.5,0.5,1.4,2.6,5.8,10.0
