Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,15,VAN,Vancouver Grizzlies,Shareef Abdur-Rahim,24,81,81,3241,6.7,14.2,0.47,0.1,0.7,0.19,6.6,13.5,0.49,4.9,5.9,0.83,1.9,6.2,8.2,2.8,1.0,0.9,2.6,2.6,18.5
2001,15,VAN,Vancouver Grizzlies,Mike Bibby,22,82,82,3190,5.9,13.1,0.45,1.2,3.2,0.38,4.7,9.8,0.48,1.6,2.1,0.76,0.5,2.9,3.4,7.7,1.2,0.1,2.8,1.7,14.7
2001,15,VAN,Vancouver Grizzlies,Michael Dickerson,25,70,69,2618,5.8,14.0,0.42,1.2,3.2,0.37,4.7,10.9,0.43,2.8,3.7,0.76,1.0,2.2,3.1,3.2,0.9,0.4,2.2,2.8,15.7
2001,15,VAN,Vancouver Grizzlies,Bryant Reeves,27,75,48,1832,5.0,10.8,0.46,0.0,0.1,0.25,5.0,10.8,0.46,2.2,2.8,0.8,2.6,6.3,8.9,1.6,0.8,1.1,1.8,4.8,12.2
2001,15,VAN,Vancouver Grizzlies,Grant Long,34,66,27,1507,3.3,7.6,0.44,0.1,0.4,0.27,3.2,7.3,0.45,2.7,3.8,0.71,1.8,4.7,6.5,2.0,1.7,0.4,1.5,3.8,9.5
2001,15,VAN,Vancouver Grizzlies,Damon Jones,24,71,10,1415,4.3,10.6,0.41,2.1,5.9,0.36,2.2,4.7,0.46,0.9,1.3,0.71,0.4,2.7,3.2,5.7,0.9,0.0,1.9,1.5,11.7
2001,15,VAN,Vancouver Grizzlies,Stromile Swift,21,80,6,1312,4.2,9.3,0.45,0.0,0.1,0.0,4.2,9.2,0.46,2.3,3.9,0.6,3.0,4.8,7.8,0.8,1.7,2.3,1.8,4.4,10.7
2001,15,VAN,Vancouver Grizzlies,Othella Harrington,27,44,40,1267,5.1,11.0,0.47,0.0,0.1,0.0,5.1,10.9,0.47,3.4,4.4,0.78,2.9,5.3,8.2,1.0,0.5,0.7,3.0,3.9,13.6
2001,15,VAN,Vancouver Grizzlies,Isaac Austin,31,52,16,845,4.1,11.5,0.36,0.3,1.0,0.25,3.8,10.5,0.37,1.2,1.7,0.7,2.1,7.3,9.5,2.5,0.9,1.0,2.3,4.0,9.6
2001,15,VAN,Vancouver Grizzlies,Tony Massenburg,33,52,20,823,4.0,8.7,0.46,0.0,0.0,,4.0,8.7,0.46,2.1,3.1,0.7,3.3,5.9,9.2,0.4,0.4,1.2,2.1,5.3,10.2
2001,15,VAN,Vancouver Grizzlies,Kevin Edwards,35,46,5,634,3.2,9.7,0.33,0.3,1.1,0.26,2.9,8.6,0.34,2.4,3.0,0.81,1.3,3.4,4.7,3.0,1.6,0.5,2.1,2.6,9.1
2001,15,VAN,Vancouver Grizzlies,Mahmoud Abdul-Rauf,31,41,0,486,8.9,18.2,0.49,0.3,1.0,0.29,8.6,17.2,0.5,1.6,2.1,0.76,0.4,1.5,1.9,5.6,0.7,0.1,1.9,3.7,19.7
2001,15,VAN,Vancouver Grizzlies,Erick Strickland,27,22,0,409,3.6,12.0,0.3,1.2,4.2,0.29,2.4,7.7,0.31,3.9,4.5,0.86,0.8,5.9,6.7,5.8,1.9,0.1,2.4,3.7,12.3
2001,15,VAN,Vancouver Grizzlies,Doug West,33,15,6,171,2.3,8.0,0.29,0.0,0.4,0.0,2.3,7.6,0.31,1.3,1.5,0.86,0.8,2.3,3.2,2.9,0.6,0.8,0.8,4.4,5.9
2001,15,VAN,Vancouver Grizzlies,Brent Price,32,6,0,30,3.6,13.2,0.27,1.2,4.8,0.25,2.4,8.4,0.29,7.2,8.4,0.86,1.2,3.6,4.8,6.0,2.4,0.0,4.8,9.6,15.6
