Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,23.0,UTA,NBA,SF,67.0,48.0,1121.0,4.3,9.0,0.484,0.1,0.7,0.091,4.3,8.3,0.518,2.0,3.2,0.614,2.0,3.9,5.8,1.7,2.2,0.6,1.8,4.4,10.7
1995,24.0,UTA,NBA,SF,63.0,15.0,860.0,4.4,10.0,0.437,0.5,1.8,0.295,3.8,8.1,0.469,2.6,3.9,0.667,1.8,4.1,5.9,1.4,2.0,0.5,1.8,4.2,11.8
1996,25.0,UTA,NBA,SF,59.0,9.0,577.0,3.5,8.9,0.394,0.9,2.5,0.35,2.6,6.4,0.412,3.0,4.2,0.716,1.7,3.9,5.6,1.8,1.8,0.5,2.2,4.1,10.9
1997,26.0,UTA,NBA,SF,81.0,81.0,2525.0,4.2,8.8,0.479,1.5,3.8,0.409,2.7,5.1,0.531,2.4,3.5,0.701,1.1,3.6,4.7,1.8,1.8,0.4,1.3,3.4,12.4
1998,27.0,UTA,NBA,SF,82.0,7.0,2219.0,3.7,8.5,0.43,1.2,3.5,0.341,2.5,5.0,0.492,3.5,4.5,0.766,1.3,4.0,5.3,1.6,1.5,0.5,1.3,3.7,12.0
1999,28.0,UTA,NBA,SF,50.0,50.0,1770.0,4.4,9.5,0.464,1.1,3.0,0.354,3.4,6.5,0.514,2.8,3.5,0.795,1.3,4.1,5.4,1.5,1.5,0.3,1.5,3.1,12.7
2001,30.0,UTA,NBA,SF,78.0,46.0,2473.0,4.5,10.2,0.44,1.4,3.3,0.413,3.1,6.8,0.453,3.2,4.1,0.779,1.4,3.4,4.8,2.3,1.4,0.3,1.6,3.3,13.6
2002,31.0,UTA,NBA,SG,66.0,40.0,1998.0,4.0,10.5,0.38,1.4,4.1,0.341,2.6,6.5,0.405,2.1,2.5,0.821,1.4,3.9,5.3,2.5,1.2,0.3,2.0,3.7,11.5
2003,32.0,WAS,NBA,SF,70.0,23.0,1388.0,2.8,7.9,0.353,1.2,3.6,0.329,1.6,4.3,0.373,1.4,1.8,0.768,1.1,4.3,5.4,1.9,1.8,0.2,1.4,3.4,8.2
2004,33.0,LAL,NBA,SF,72.0,1.0,945.0,3.7,9.3,0.402,1.6,4.3,0.384,2.1,5.0,0.417,1.9,2.5,0.769,1.2,4.3,5.6,2.7,1.2,0.5,1.4,4.2,11.0
2005,34.0,DEN,NBA,SF,70.0,2.0,1026.0,3.3,8.8,0.377,2.0,5.2,0.376,1.4,3.6,0.379,2.1,2.7,0.792,1.8,4.3,6.0,2.5,1.5,0.4,1.2,4.6,10.8
2006,35.0,DEN,NBA,SF,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
