SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,21,OKC,Russell Westbrook,28.0,81,81.0,2802,824,1941,0.42,200,583,0.34,624,1358,0.46,0.48,710,840,0.84,137,727,864,840,132,31,438,190,2558
2017,21,OKC,Steven Adams,23.0,80,80.0,2389,374,655,0.57,0,1,0.0,374,654,0.57,0.57,157,257,0.61,281,332,613,86,89,78,146,195,905
2017,21,OKC,Andre Roberson,25.0,79,79.0,2376,215,463,0.46,45,184,0.24,170,279,0.61,0.51,47,111,0.42,98,305,403,79,94,79,51,204,522
2017,21,OKC,Victor Oladipo,24.0,67,67.0,2222,412,932,0.44,127,352,0.36,285,580,0.49,0.51,116,154,0.75,39,252,291,176,78,21,119,155,1067
2017,21,OKC,Domantas Sabonis,20.0,81,66.0,1632,192,481,0.4,51,159,0.32,141,322,0.44,0.45,44,67,0.66,46,242,288,82,39,32,83,200,479
2017,21,OKC,Enes Kanter,24.0,72,0.0,1533,402,737,0.55,5,38,0.13,397,699,0.57,0.55,224,285,0.79,195,287,482,67,32,38,123,154,1033
2017,21,OKC,Jerami Grant,22.0,78,4.0,1490,146,311,0.47,43,114,0.38,103,197,0.52,0.54,86,139,0.62,38,161,199,46,33,75,41,144,421
2017,21,OKC,Alex Abrines,23.0,68,6.0,1055,134,341,0.39,94,247,0.38,40,94,0.43,0.53,44,49,0.9,18,68,86,40,37,8,33,114,406
2017,21,OKC,Semaj Christon,24.0,64,1.0,973,77,223,0.34,12,63,0.19,65,160,0.41,0.37,17,31,0.55,19,68,87,130,28,7,43,79,183
2017,21,OKC,Joffrey Lauvergne,25.0,50,0.0,739,111,244,0.46,27,78,0.35,84,166,0.51,0.51,37,58,0.64,51,132,183,51,18,6,40,71,286
2017,21,OKC,Anthony Morrow,31.0,40,7.0,627,86,223,0.39,35,119,0.29,51,104,0.49,0.46,23,26,0.88,11,18,29,19,22,2,6,40,230
2017,21,OKC,Taj Gibson,31.0,23,16.0,487,89,179,0.5,1,1,1.0,88,178,0.49,0.5,28,39,0.72,38,65,103,13,14,15,28,40,207
2017,21,OKC,Doug McDermott,25.0,22,1.0,430,56,124,0.45,21,58,0.36,35,66,0.53,0.54,12,17,0.71,6,43,49,13,2,1,6,22,145
2017,21,OKC,Kyle Singler,28.0,32,2.0,385,34,83,0.41,7,37,0.19,27,46,0.59,0.45,13,17,0.76,8,40,48,9,7,5,11,29,88
2017,21,OKC,Cameron Payne,22.0,20,0.0,320,43,130,0.33,16,52,0.31,27,78,0.35,0.39,4,4,1.0,2,29,31,40,10,4,16,38,106
2017,21,OKC,Nick Collison,36.0,20,0.0,128,14,23,0.61,0,1,0.0,14,22,0.64,0.61,5,8,0.62,9,22,31,12,2,2,4,17,33
2017,21,OKC,Norris Cole,28.0,13,0.0,125,16,52,0.31,3,13,0.23,13,39,0.33,0.34,8,10,0.8,0,11,11,14,8,0,7,18,43
2017,21,OKC,Ersan Ilyasova,29.0,3,0.0,62,6,16,0.38,3,12,0.25,3,4,0.75,0.47,0,0,,2,14,16,1,3,1,4,5,15
2017,21,OKC,Josh Huestis,25.0,2,0.0,31,6,11,0.55,2,4,0.5,4,7,0.57,0.64,0,1,0.0,4,5,9,3,0,3,0,0,14
2017,21,OKC,Team Totals,,82,,19805,3237,7169,0.45,692,2116,0.33,2545,5053,0.5,0.5,1575,2113,0.74,1002,2821,3823,1721,648,408,1230,1715,8741
