Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,20,NYK,New York Knicks,Patrick Ewing,30,15,15,604,9.8,19.2,0.51,0.1,0.1,1.0,9.8,19.1,0.51,3.0,4.8,0.64,2.6,7.2,9.8,2.1,1.0,1.8,2.3,3.6,22.8
1993,20,NYK,New York Knicks,John Starks,27,15,15,575,5.5,12.5,0.44,1.8,4.7,0.37,3.8,7.8,0.48,2.7,3.8,0.72,0.3,3.0,3.3,6.0,0.9,0.2,3.4,3.6,15.5
1993,20,NYK,New York Knicks,Anthony Mason,26,15,0,510,5.1,8.6,0.59,0.0,0.0,,5.1,8.6,0.59,3.0,4.8,0.63,3.9,3.8,7.7,2.9,0.7,0.4,1.6,3.5,13.2
1993,20,NYK,New York Knicks,Charles Oakley,29,15,15,507,4.5,9.3,0.48,0.0,0.0,,4.5,9.3,0.48,2.8,3.9,0.73,5.0,6.7,11.7,1.2,1.1,0.1,2.6,3.6,11.8
1993,20,NYK,New York Knicks,Doc Rivers,31,15,15,458,3.8,8.3,0.45,0.9,2.4,0.36,2.9,5.9,0.49,3.6,4.7,0.77,0.5,2.6,3.1,6.8,2.3,0.1,2.4,3.5,12.0
1993,20,NYK,New York Knicks,Charles Smith,27,15,15,388,6.0,12.8,0.47,0.0,0.0,,6.0,12.8,0.47,3.4,4.6,0.74,2.5,3.1,5.6,1.9,0.8,1.3,2.7,4.8,15.5
1993,20,NYK,New York Knicks,Greg Anthony,25,15,0,240,3.6,9.0,0.4,0.5,2.1,0.21,3.2,6.9,0.46,1.2,2.1,0.57,0.6,3.9,4.5,7.8,1.9,0.1,1.6,3.9,8.8
1993,20,NYK,New York Knicks,Rolando Blackman,33,15,0,214,3.7,10.8,0.34,0.7,2.5,0.27,3.0,8.2,0.37,2.5,3.0,0.83,0.7,2.2,2.9,2.7,0.5,0.3,3.5,3.7,10.6
1993,20,NYK,New York Knicks,Hubert Davis,22,7,0,96,5.2,9.4,0.56,0.4,0.7,0.5,4.9,8.6,0.56,0.7,1.1,0.67,0.4,1.9,2.3,1.9,2.3,0.0,3.4,3.0,11.6
1993,20,NYK,New York Knicks,Herb Williams,34,7,0,69,2.6,7.3,0.36,0.0,0.0,,2.6,7.3,0.36,2.1,2.1,1.0,2.6,4.7,7.3,1.0,0.5,2.1,1.0,6.8,7.3
1993,20,NYK,New York Knicks,Tony Campbell,30,2,0,33,4.4,10.9,0.4,0.0,1.1,0.0,4.4,9.8,0.44,6.5,8.7,0.75,2.2,2.2,4.4,2.2,1.1,0.0,3.3,7.6,15.3
1993,20,NYK,New York Knicks,Eric Anderson,22,2,0,6,6.0,12.0,0.5,0.0,0.0,,6.0,12.0,0.5,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,6.0,12.0,12.0
