NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
32,Courtney Alexander,PG,6-5,205,1977-04-27,US,2,"Virginia, Fresno State"
12,Kenny Anderson,PG,6-0,168,1970-10-09,US,11,Georgia Tech
2,Stacey Augmon,SG,6-8,205,1968-08-01,US,11,UNLV
42,P.J. Brown,PF,6-11,225,1969-10-14,US,9,Louisiana Tech
5,Elden Campbell,C,6-11,215,1968-07-23,US,12,Clemson
1,Baron Davis,PG,6-3,209,1979-04-13,US,3,UCLA
17,Bryce Drew,PG,6-2,185,1974-09-21,US,4,Valparaiso
35,Kirk Haston,SF,6-9,242,1979-03-10,US,1,Indiana
3,Randy Livingston,PG,6-4,209,1975-04-02,US,6,LSU
9,George Lynch,SG,6-8,218,1970-09-03,US,9,UNC
21,Jamaal Magloire,C,6-11,259,1978-05-21,CA,2,Kentucky
24,Jamal Mashburn,SF,6-8,240,1972-11-29,US,9,Kentucky
6,Jérôme Moïso,C,6-10,235,1978-06-15,FR,2,UCLA
14,Robert Pack,PG,6-2,180,1969-02-03,US,11,USC
34,Robert Traylor,C,6-8,284,1977-02-01,US,4,Michigan
4,David Wesley,SG,6-0,190,1970-11-14,US,9,Baylor
