NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Carlos Boozer,PF,6-9,258,1981-11-20,DE,R,Duke
3,Tierre Brown,PG,6-2,189,1979-06-03,US,1,McNeese State University
12,Bimbo Coles,PG,6-1,180,1968-04-22,US,12,Virginia Tech
31,Ricky Davis,SG,6-6,195,1979-09-23,US,4,Iowa
52,DeSagana Diop,PF,7-0,300,1982-01-30,SN,1,
32,Tyrone Hill,PF,6-9,240,1968-03-19,US,12,Xavier
11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,4,
33,Jumaine Jones,SF,6-8,218,1979-02-10,US,3,Georgia
4,Chris Mihm,C,7-0,265,1979-07-16,US,2,Texas
21,Darius Miles,SF,6-9,210,1981-10-09,US,2,
10,Milt Palacio,PG,6-3,195,1978-02-07,US,3,"Midland College, Colorado State"
17,Smush Parker,PG,6-4,190,1981-06-01,US,R,Fordham
13,Michael Stewart,PF,6-10,230,1975-04-25,FR,5,California
2,Dajuan Wagner,SG,6-2,200,1983-02-04,US,R,Memphis
