NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
24,Jonathan Bender,SF,6-11,202,1981-01-30,US,3,
2,Jamison Brewer,PG,6-4,184,1980-11-19,US,1,Auburn
27,Primož Brezec,C,7-2,252,1979-10-02,SI,1,
44,Austin Croshere,PF,6-9,235,1975-05-01,US,5,Providence
10,Jeff Foster,C,6-11,236,1977-01-16,US,3,Texas State University
14,Tim Hardaway,PG,6-0,175,1966-09-01,US,12,Texas-El Paso
3,Al Harrington,SF,6-9,230,1980-02-17,US,4,
20,Fred Jones,SG,6-4,210,1979-03-11,US,R,Oregon
5,Ron Mercer,SG,6-7,210,1976-05-18,US,5,Kentucky
52,Brad Miller,C,6-11,244,1976-04-12,US,4,Purdue
31,Reggie Miller,SG,6-7,185,1965-08-24,US,15,UCLA
7,Jermaine O'Neal,PF,6-11,226,1978-10-13,US,6,
21,Erick Strickland,SG,6-3,210,1973-11-25,US,6,Nebraska
11,Jamaal Tinsley,PG,6-3,195,1978-02-28,US,1,Iowa State
23,Metta World Peace,SF,6-6,260,1979-11-13,US,3,St. John's
