NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
34,Ray Allen,SG,6-5,205,1975-07-20,US,6,UConn
17,Kenny Anderson,PG,6-0,168,1970-10-09,US,11,Georgia Tech
31,Brent Barry,SG,6-6,185,1971-12-31,US,7,Oregon State
52,Calvin Booth,C,6-11,230,1976-05-07,US,3,Penn State
41,Elden Campbell,C,6-11,215,1968-07-23,US,12,Clemson
14,Predrag Drobnjak,C,6-11,270,1975-10-27,ME,1,
34,Reggie Evans,PF,6-8,245,1980-05-18,US,R,Iowa
40,Joseph Forte,SG,6-4,194,1981-03-23,US,1,UNC
33,Jerome James,C,7-0,300,1975-11-17,US,2,Florida A&M
7,Rashard Lewis,SF,6-10,215,1979-08-08,US,4,
24,Desmond Mason,SF,6-7,224,1977-10-11,US,2,Oklahoma State
15,Ronald Murray,SG,6-4,190,1979-07-29,US,R,"Meridian Community College, Shaw"
8,Kevin Ollie,PG,6-4,195,1972-12-27,US,5,UConn
20,Gary Payton,PG,6-4,180,1968-07-23,US,12,Oregon State
9,Vitaly Potapenko,C,6-10,280,1975-03-21,UA,6,Wright State University
77,Vladimir Radmanović,PF,6-10,227,1980-11-19,BA,1,
5,Ansu Sesay,SF,6-9,225,1976-07-29,US,1,Ole Miss
