NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,Kwame Brown,C,6-11,270,1982-03-10,US,1,
35,Brian Cardinal,PF,6-8,245,1977-05-02,US,2,Purdue
3,Juan Dixon,PG,6-3,164,1978-10-09,US,R,Maryland
15,Anthony Goldwire,PG,6-1,182,1971-09-06,US,4,Houston
0,Brendan Haywood,C,7-0,268,1979-11-27,US,1,UNC
20,Larry Hughes,PG,6-5,184,1979-01-23,US,4,Saint Louis
1,Jared Jeffries,SF,6-11,230,1981-11-25,US,R,Indiana
23,Michael Jordan,SF,6-6,198,1963-02-17,US,14,UNC
44,Christian Laettner,PF,6-11,235,1969-08-17,US,10,Duke
10,Tyronn Lue,PG,6-0,175,1977-05-03,US,4,Nebraska
34,Charles Oakley,C,6-8,225,1963-12-18,US,17,Virginia Union University
2,Bryon Russell,SF,6-7,225,1970-12-31,US,9,Cal State Long Beach
21,Bobby Simmons,SG,6-7,210,1980-06-02,US,1,DePaul
42,Jerry Stackhouse,SG,6-6,218,1974-11-05,US,7,UNC
36,Etan Thomas,PF,6-9,256,1978-04-01,US,1,Syracuse
55,Jahidi White,C,6-9,290,1976-02-19,US,4,Georgetown
