Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
914,12.0,4.0,158.0,11.5,21.0,0.55,0.3,0.9,0.33,11.2,20.1,0.56,3.6,7.0,0.51,2.1,6.4,8.5,3.0,2.4,0.0,4.9,7.0,27.0,100.0,111.0
