PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Greivis Vásquez,26,78,2685,16.3,0.502,0.24,0.152,1.9,13.3,7.5,44.9,1.3,0.2,18.6,23.0,,3.0,0.7,3.8,0.067,,1.6,-1.9,-0.4,1.1
Ryan Anderson,24,81,2503,18.1,0.5479999999999999,0.5,0.161,8.9,15.9,12.4,6.9,0.9,1.0,7.5,24.0,,5.7,0.8,6.5,0.125,,4.1,-2.1,2.0,2.5
Robin Lopez,24,82,2136,18.9,0.573,0.0,0.28800000000000003,12.4,13.4,12.9,5.3,0.8,5.0,12.0,20.0,,4.4,1.2,5.6,0.126,,1.3,-0.7,0.6,1.4
Al-Farouq Aminu,22,76,2066,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,,0.7,2.4,3.1,0.073,,-1.3,1.2,-0.1,1.0
Anthony Davis,19,64,1846,21.7,0.5589999999999999,0.009000000000000001,0.33299999999999996,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,,3.7,2.4,6.1,0.159,,1.8,0.7,2.5,2.1
Austin Rivers,20,61,1418,5.9,0.431,0.221,0.27699999999999997,1.3,8.0,4.6,13.9,1.0,0.5,14.5,16.8,,-1.2,0.1,-1.1,-0.038,,-4.7,-1.6,-6.2,-1.5
Brian Roberts,27,78,1324,14.6,0.509,0.299,0.151,1.5,7.3,4.4,28.2,1.5,0.2,11.5,21.6,,2.0,0.2,2.2,0.078,,0.8,-1.4,-0.6,0.5
Eric Gordon,24,42,1264,15.4,0.523,0.29600000000000004,0.38,0.9,6.4,3.6,19.3,1.9,0.5,14.6,29.4,,0.8,0.3,1.1,0.042,,0.6,-1.9,-1.3,0.2
Roger Mason,32,69,1219,10.0,0.57,0.521,0.141,1.1,12.0,6.5,9.5,1.2,0.8,13.6,14.3,,1.1,0.3,1.4,0.057,,-1.3,-0.5,-1.9,0.1
Jason Smith,26,51,876,16.8,0.544,0.012,0.299,8.6,16.9,12.7,7.0,0.9,4.3,12.5,23.4,,1.1,0.6,1.7,0.095,,-1.4,-0.3,-1.6,0.1
Darius Miller,22,52,694,6.3,0.529,0.519,0.07400000000000001,1.3,12.2,6.7,9.3,1.3,1.4,17.1,9.0,,0.2,0.3,0.5,0.034,,-3.6,0.9,-2.7,-0.1
Lance Thomas,24,59,646,10.1,0.565,0.0,0.557,8.0,13.3,10.6,4.0,0.9,0.9,9.6,10.5,,1.0,0.2,1.2,0.087,,-2.3,-0.7,-3.0,-0.2
Xavier Henry,21,50,625,7.6,0.48100000000000004,0.068,0.5710000000000001,3.9,13.4,8.6,3.2,1.4,0.7,13.3,17.3,,-0.2,0.2,0.0,0.002,,-4.6,-1.2,-5.7,-0.6
Lou Amundson,30,18,209,11.7,0.449,0.0,0.381,13.4,19.7,16.5,5.8,2.3,2.4,14.0,12.7,,0.1,0.2,0.3,0.065,,-2.1,1.0,-1.1,0.0
Dominic McGuire,27,9,145,9.1,0.434,0.0,0.095,5.7,17.6,11.5,9.1,3.0,1.7,18.6,8.6,,0.0,0.1,0.1,0.043,,-3.1,2.5,-0.6,0.0
Terrel Harris,25,13,108,-6.8,0.126,0.368,0.105,0.0,19.1,9.4,8.9,1.0,2.3,39.5,14.2,,-0.7,0.1,-0.6,-0.267,,-12.6,-0.7,-13.3,-0.3
Hakim Warrick,30,1,7,28.8,0.6940000000000001,0.0,1.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,19.1,,0.0,0.0,0.1,0.353,,6.7,7.3,14.0,0.0
Donald Sloan,25,3,6,-3.3,,,,0.0,0.0,0.0,22.3,0.0,0.0,100.0,7.8,,0.0,0.0,0.0,-0.212,,-5.6,-3.7,-9.4,0.0
Henry Sims,22,2,5,29.2,0.667,0.0,0.0,46.8,0.0,23.8,0.0,0.0,0.0,25.0,37.2,,0.0,0.0,0.0,0.061,,5.2,-6.4,-1.2,0.0
