SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,22,ORL,Nikola Vuaevic,22,77,2559,17.8,0.53,0.0,0.14,12.0,28.4,20.2,9.3,1.2,2.4,13.0,19.3,2.8,2.9,5.7,0.11,0.0,-0.5,-0.5,0.9
2013,22,ORL,Arron Afflalo,27,64,2307,13.0,0.53,0.26,0.25,1.4,10.3,5.8,14.6,0.9,0.4,12.1,22.5,1.5,0.5,2.0,0.04,-1.1,-1.8,-2.9,-0.5
2013,22,ORL,Jameer Nelson,30,56,1977,14.4,0.5,0.46,0.13,1.3,10.6,6.0,33.3,1.9,0.2,15.7,22.5,1.1,1.0,2.1,0.05,0.1,-1.3,-1.2,0.4
2013,22,ORL,Maurice Harkless,19,76,1974,12.5,0.5,0.21,0.23,7.0,12.2,9.6,3.9,2.3,2.4,10.0,15.9,0.7,1.7,2.4,0.06,-1.6,0.3,-1.3,0.4
2013,22,ORL,E'Twaun Moore,23,75,1682,10.7,0.47,0.33,0.1,3.2,8.0,5.6,19.1,1.6,1.1,14.4,19.7,-0.4,0.7,0.2,0.01,-1.6,-0.7,-2.3,-0.1
2013,22,ORL,J.J. Redick,28,50,1575,16.1,0.59,0.52,0.22,0.6,7.9,4.3,22.7,1.0,0.2,14.1,21.5,3.0,0.2,3.2,0.1,2.2,-1.8,0.4,0.9
2013,22,ORL,Andrew Nicholson,23,75,1249,15.1,0.56,0.0,0.19,6.2,17.1,11.7,6.1,1.0,2.0,13.0,22.1,0.9,0.8,1.7,0.06,-1.8,-0.9,-2.7,-0.2
2013,22,ORL,Glen Davis,27,34,1064,15.0,0.48,0.0,0.24,5.8,20.3,13.1,11.3,1.6,1.5,10.8,25.4,-0.1,0.9,0.8,0.04,-1.6,-0.3,-1.9,0.0
2013,22,ORL,Tobias Harris,20,27,974,17.0,0.52,0.22,0.28,6.5,20.2,13.3,9.6,1.3,2.9,9.7,23.1,1.0,0.9,1.9,0.09,0.5,-0.5,0.0,0.5
2013,22,ORL,DeQuan Jones,22,63,803,8.4,0.48,0.16,0.23,2.4,12.4,7.4,3.0,1.2,2.1,11.1,15.3,-0.3,0.4,0.1,0.01,-3.8,-0.8,-4.5,-0.5
2013,22,ORL,Beno Udrih,30,27,738,14.9,0.51,0.22,0.29,2.6,7.0,4.8,34.2,1.8,0.1,17.0,20.0,0.9,0.2,1.1,0.07,0.4,-1.8,-1.3,0.1
2013,22,ORL,Josh McRoberts,25,41,685,10.2,0.48,0.36,0.2,6.7,15.8,11.3,14.7,0.8,1.4,14.4,12.9,0.4,0.3,0.7,0.05,-1.9,0.0,-1.9,0.0
2013,22,ORL,Kyle O'Quinn,22,57,638,15.8,0.54,0.0,0.23,11.5,25.5,18.5,13.1,0.9,3.1,14.6,18.1,0.7,0.7,1.4,0.11,-1.9,0.3,-1.6,0.1
2013,22,ORL,Gustavo Ayon,27,43,571,11.7,0.54,0.0,0.3,7.9,19.8,13.8,15.5,1.2,1.8,21.1,14.3,0.3,0.5,0.7,0.06,-3.3,1.3,-2.0,0.0
2013,22,ORL,Ish Smith,24,36,378,7.2,0.36,0.15,0.06,3.3,10.5,6.9,22.2,1.8,1.2,18.5,17.6,-0.8,0.2,-0.6,-0.07,-4.5,-0.7,-5.2,-0.3
2013,22,ORL,Doron Lamb,21,24,297,6.5,0.5,0.31,0.28,1.9,9.1,5.5,5.8,1.1,0.0,11.6,13.2,0.0,0.1,0.1,0.01,-4.2,-1.5,-5.7,-0.3
2013,22,ORL,Hedo Turkoglu,33,11,189,3.4,0.29,0.45,0.11,2.4,13.2,7.8,17.2,1.9,0.4,17.7,16.3,-0.6,0.1,-0.5,-0.12,-7.5,-0.7,-8.2,-0.3
2013,22,ORL,Al Harrington,32,10,119,10.3,0.43,0.53,0.07,5.7,19.9,12.8,13.7,1.8,0.6,10.6,25.1,-0.1,0.1,0.0,-0.01,-3.0,-1.5,-4.5,-0.1
