SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2013,16,MIA,LeBron James,28,76,2877,31.6,0.64,0.19,0.4,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,19.3,0.32,9.3,2.4,11.7,9.9
2013,16,MIA,Chris Bosh,28,74,2454,20.0,0.59,0.08,0.33,7.0,17.6,12.6,8.4,1.4,3.4,11.0,22.7,5.6,3.4,9.0,0.18,1.5,-0.2,1.3,2.1
2013,16,MIA,Dwyane Wade,31,69,2391,24.0,0.57,0.06,0.39,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,6.1,3.5,9.6,0.19,3.7,0.7,4.4,3.8
2013,16,MIA,Mario Chalmers,26,77,2068,13.3,0.58,0.57,0.21,1.2,8.6,5.1,19.4,3.0,0.5,17.1,16.1,2.6,2.5,5.2,0.12,-0.5,0.9,0.4,1.3
2013,16,MIA,Ray Allen,37,79,2035,14.7,0.6,0.51,0.24,2.6,10.1,6.6,10.2,1.7,0.6,12.5,19.3,3.4,1.9,5.4,0.13,1.1,-0.8,0.3,1.2
2013,16,MIA,Shane Battier,34,72,1786,10.7,0.62,0.87,0.1,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,2.8,1.6,4.4,0.12,0.9,0.1,1.0,1.4
2013,16,MIA,Norris Cole,24,80,1590,7.9,0.48,0.23,0.19,1.5,8.2,5.0,15.2,1.9,0.4,18.4,17.0,-0.8,1.4,0.6,0.02,-4.3,-0.6,-4.9,-1.2
2013,16,MIA,Udonis Haslem,32,75,1414,9.9,0.54,0.0,0.18,9.0,25.3,17.6,3.8,1.1,0.9,14.2,10.7,1.2,2.0,3.2,0.11,-2.6,-0.5,-3.2,-0.4
2013,16,MIA,Mike Miller,32,59,900,13.5,0.6,0.76,0.05,2.6,18.0,10.7,16.2,1.2,0.4,12.9,14.4,1.6,1.0,2.6,0.14,1.8,-0.3,1.5,0.8
2013,16,MIA,Rashard Lewis,33,55,792,11.1,0.53,0.53,0.18,3.1,15.0,9.4,5.7,1.4,1.4,10.9,18.2,0.3,0.9,1.2,0.07,-1.5,-1.0,-2.5,-0.1
2013,16,MIA,Chris Andersen,34,42,624,17.4,0.63,0.02,0.76,11.9,21.5,17.0,4.0,1.4,5.8,12.8,14.4,1.6,1.1,2.7,0.21,-1.0,0.8,-0.2,0.3
2013,16,MIA,Joel Anthony,30,62,566,10.4,0.54,0.0,0.41,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,0.4,0.8,1.2,0.1,-2.3,0.9,-1.3,0.1
2013,16,MIA,James Jones,32,38,221,8.1,0.48,0.87,0.07,0.0,11.6,6.1,8.4,0.5,2.2,4.6,14.2,0.1,0.2,0.2,0.05,-2.0,-1.0,-3.0,-0.1
2013,16,MIA,Juwan Howard,39,7,51,9.9,0.54,0.0,0.05,0.0,18.3,9.7,19.8,0.0,0.0,17.1,22.0,0.0,0.0,0.0,0.04,-7.3,-2.0,-9.3,-0.1
2013,16,MIA,Jarvis Varnado,24,8,40,-4.1,0.33,0.0,0.0,3.3,14.6,9.2,6.5,0.0,4.1,62.5,9.6,-0.1,0.0,-0.1,-0.12,-13.0,-0.5,-13.5,-0.1
2013,16,MIA,Josh Harrellson,23,6,31,8.5,0.51,0.56,0.22,12.6,15.0,13.9,0.0,1.7,2.6,23.3,19.9,0.0,0.0,0.0,0.0,-4.5,-1.4,-5.9,0.0
2013,16,MIA,Terrel Harris,25,7,29,7.2,0.43,0.12,1.0,18.0,20.1,19.1,9.5,0.0,0.0,25.8,25.6,0.0,0.0,0.0,-0.04,-5.2,-4.6,-9.8,-0.1
2013,16,MIA,Dexter Pittman,24,4,12,17.0,0.6,0.0,0.0,43.5,29.1,35.9,0.0,0.0,0.0,28.6,27.9,0.0,0.0,0.0,0.11,-6.0,-5.4,-11.3,0.0
