Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
17,1155,50.0,6.0,264.0,18.0,34.0,0.53,0.0,1.0,0,18.0,33.0,0.55,0.53,13.0,22.0,0.59,21.0,15.0,36.0,6.0,7.0,11.0,14.0,52.0,49.0,0
