Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1997,18,1835,MIN,Minnesota Timberwolves,19.0,NBA,PG,67.0,2324.0,16.1,0.52,0.33,0.39,2.8,6.6,4.7,38.1,1.5,0.6,17.1,24.2,,2.5,1.2,3.7,0.08,,2.2,-2.3,0.0,1.2
1998,18,1835,MIN,Minnesota Timberwolves,20.0,NBA,PG,82.0,3112.0,16.3,0.5,0.25,0.36,2.1,6.2,4.2,36.1,1.7,0.2,15.1,24.1,,4.2,1.1,5.3,0.08,,1.9,-2.0,-0.1,1.5
1999,31,1835,TOT,Total After Trade,21.0,NBA,PG,49.0,1895.0,20.8,0.52,0.22,0.32,2.0,6.6,4.2,44.0,1.6,0.3,14.0,27.2,,4.5,0.8,5.3,0.13,,4.3,-1.6,2.7,2.2
1999,18,1835,MIN,Minnesota Timberwolves,21.0,NBA,PG,18.0,661.0,18.8,0.47,0.13,0.29,2.7,8.3,5.2,43.8,2.3,0.6,13.8,26.4,,0.8,0.6,1.3,0.1,,2.8,-0.5,2.3,0.7
1999,3,1835,NJN,New Jersey Nets,21.0,NBA,PG,31.0,1234.0,21.8,0.55,0.27,0.33,1.7,5.7,3.6,44.1,1.3,0.2,14.1,27.6,,3.8,0.2,4.0,0.16,,5.1,-2.3,2.9,1.5
2001,3,1835,NJN,New Jersey Nets,23.0,NBA,PG,67.0,2557.0,22.7,0.54,0.26,0.36,2.3,7.0,4.6,40.8,1.6,0.1,11.8,29.7,,7.2,0.7,7.8,0.15,,5.9,-1.6,4.3,4.1
2002,24,1835,PHO,Phoenix Suns,24.0,NBA,PG,82.0,3187.0,18.1,0.52,0.18,0.32,2.6,6.9,4.7,35.7,1.3,0.3,15.0,26.6,,5.4,1.7,7.1,0.11,,2.9,-1.6,1.2,2.6
2003,24,1835,PHO,Phoenix Suns,25.0,NBA,PG,81.0,3240.0,20.1,0.52,0.19,0.3,1.8,7.4,4.6,36.6,1.7,0.5,13.2,27.7,,7.1,2.5,9.6,0.14,,3.7,-0.8,2.9,4.0
2004,31,1835,TOT,Total After Trade,26.0,NBA,PG,81.0,3254.0,20.4,0.52,0.2,0.32,2.1,7.2,4.6,40.1,2.1,0.2,13.6,25.8,,7.4,1.7,9.1,0.13,,4.1,-0.9,3.2,4.3
2004,24,1835,PHO,Phoenix Suns,26.0,NBA,PG,34.0,1415.0,19.9,0.52,0.2,0.3,1.5,7.9,4.7,35.2,2.3,0.3,12.4,25.0,,2.9,0.6,3.5,0.12,,3.6,-0.6,3.0,1.8
2004,20,1835,NYK,New York Knicks,26.0,NBA,PG,47.0,1839.0,20.9,0.52,0.2,0.32,2.5,6.6,4.6,44.0,1.9,0.2,14.6,26.3,,4.5,1.0,5.5,0.14,,4.6,-1.1,3.4,2.5
2005,20,1835,NYK,New York Knicks,27.0,NBA,PG,82.0,3281.0,21.9,0.57,0.25,0.42,1.8,7.1,4.4,36.0,2.0,0.1,13.1,24.8,,10.4,1.3,11.7,0.17,,4.9,-0.7,4.2,5.1
2006,20,1835,NYK,New York Knicks,28.0,NBA,PG,60.0,2193.0,16.4,0.53,0.13,0.42,1.4,8.4,4.9,31.7,1.5,0.1,14.6,22.2,,3.5,0.3,3.9,0.08,,1.8,-1.7,0.1,1.1
2007,20,1835,NYK,New York Knicks,29.0,NBA,PG,74.0,2748.0,15.3,0.54,0.36,0.4,1.6,7.6,4.6,25.2,1.4,0.3,13.8,21.5,,4.8,1.1,5.9,0.1,,1.5,-1.3,0.2,1.5
2008,20,1835,NYK,New York Knicks,30.0,NBA,PG,24.0,805.0,13.8,0.53,0.28,0.44,2.3,6.1,4.2,23.1,1.4,0.2,13.2,20.3,,1.0,0.1,1.1,0.07,,0.8,-1.3,-0.5,0.3
2009,2,1835,BOS,Boston Celtics,31.0,NBA,PG,23.0,414.0,4.4,0.38,0.22,0.12,0.6,7.3,4.1,26.6,1.3,0.6,24.1,17.3,,-0.9,0.5,-0.3,-0.04,,-5.0,-1.1,-6.1,-0.4
