Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2003,11,HOU,Houston Rockets,Steve Francis,25,81,3318,20.6,0.54,0.18,0.45,5.7,11.5,8.7,28.0,2.3,0.9,16.0,26.1,7.4,3.7,11.1,0.16,3.4,0.3,3.8,4.8
2003,11,HOU,Houston Rockets,Cuttino Mobley,27,73,3044,14.7,0.54,0.3,0.26,2.7,8.6,5.7,12.2,1.7,0.8,12.2,20.6,4.5,2.5,6.9,0.11,0.5,-0.2,0.2,1.7
2003,11,HOU,Houston Rockets,Yao Ming,22,82,2382,20.6,0.57,0.0,0.46,9.7,22.6,16.3,10.6,0.7,4.4,15.2,22.1,5.2,3.5,8.7,0.18,1.3,0.9,2.2,2.5
2003,11,HOU,Houston Rockets,Eddie Griffin,20,77,1890,15.4,0.46,0.28,0.14,8.6,19.2,14.0,8.0,1.5,4.2,9.6,19.4,1.0,2.9,3.9,0.1,0.3,0.6,0.9,1.4
2003,11,HOU,Houston Rockets,James Posey,26,58,1646,14.2,0.55,0.33,0.34,3.7,15.7,9.8,10.8,2.5,0.4,13.7,16.0,2.3,2.1,4.4,0.13,-0.5,1.3,0.8,1.2
2003,11,HOU,Houston Rockets,Glen Rice,35,62,1532,11.9,0.56,0.56,0.18,2.2,9.3,5.8,7.3,0.8,0.2,10.0,16.5,2.5,0.8,3.3,0.1,0.5,-0.9,-0.4,0.6
2003,11,HOU,Houston Rockets,Maurice Taylor,26,67,1377,11.5,0.47,0.0,0.26,8.1,11.7,10.0,8.8,0.9,1.1,14.4,23.3,-0.2,1.1,0.9,0.03,-2.7,-1.6,-4.3,-0.8
2003,11,HOU,Houston Rockets,Moochie Norris,29,82,1375,11.8,0.47,0.14,0.34,3.2,10.0,6.7,23.2,2.2,0.2,18.4,15.6,0.5,1.3,1.7,0.06,-1.8,0.4,-1.5,0.2
2003,11,HOU,Houston Rockets,Kelvin Cato,28,73,1247,15.5,0.54,0.02,0.48,12.5,26.7,19.8,2.6,1.6,4.9,15.3,13.6,1.3,2.5,3.8,0.14,-1.7,1.5,-0.2,0.6
2003,11,HOU,Houston Rockets,Juaquin Hawkins,29,58,685,7.3,0.43,0.16,0.14,2.8,10.2,6.6,10.9,2.3,0.6,15.6,12.5,-0.3,0.7,0.4,0.03,-3.8,1.6,-2.3,-0.1
2003,11,HOU,Houston Rockets,Terence Morris,24,49,632,11.9,0.5,0.18,0.08,7.5,15.7,11.7,6.8,0.7,1.9,13.7,15.4,0.3,0.6,0.9,0.07,-0.8,-0.5,-1.3,0.1
2003,11,HOU,Houston Rockets,Kenny Thomas,25,20,586,12.6,0.47,0.0,0.24,9.1,17.7,13.5,11.6,1.5,0.7,16.0,19.7,0.0,0.7,0.7,0.06,-1.9,-0.2,-2.1,0.0
2003,11,HOU,Houston Rockets,Jason Collier,25,13,104,15.0,0.49,0.0,0.06,13.6,18.4,16.1,1.8,1.0,0.7,5.1,17.3,0.2,0.1,0.3,0.13,0.4,-1.9,-1.4,0.0
2003,11,HOU,Houston Rockets,Bostjan Nachbar,22,14,77,5.8,0.41,0.32,0.32,4.6,11.7,8.2,6.8,1.4,1.9,14.5,24.8,-0.2,0.1,-0.1,-0.05,-6.2,-1.3,-7.5,-0.1
2003,11,HOU,Houston Rockets,Tito Maddox,21,9,35,11.2,0.35,0.25,0.67,3.4,19.3,11.5,22.8,4.6,2.0,16.2,24.4,-0.1,0.1,0.0,-0.01,-5.2,3.8,-1.4,0.0
