PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Dee Brown,26,4,172,15.7,0.5429999999999999,0.419,0.258,3.8,9.3,6.5,21.6,1.6,0.4,9.2,19.9,,0.3,0.1,0.5,0.129,,3.0,1.4,4.4,0.3
Sherman Douglas,28,4,168,9.0,0.41200000000000003,0.17600000000000002,0.162,2.6,10.9,6.7,37.9,1.3,0.5,18.9,24.0,,-0.3,0.1,-0.2,-0.047,,-1.1,-1.5,-2.6,0.0
Dino Radja,27,4,153,11.5,0.48100000000000004,0.0,0.56,2.9,17.9,10.3,11.1,1.4,2.5,12.6,20.9,,0.0,0.2,0.2,0.052000000000000005,,-2.3,2.1,-0.2,0.1
Dominique Wilkins,35,4,150,19.5,0.551,0.27899999999999997,0.295,12.5,19.8,16.1,10.9,0.7,1.5,11.6,23.3,,0.3,0.2,0.4,0.14,,5.7,0.4,6.1,0.3
Derek Strong,26,4,81,8.8,0.376,0.0,0.5,17.7,15.5,16.6,6.1,2.0,0.9,25.5,10.9,,-0.1,0.1,0.0,0.002,,-2.0,-0.1,-2.2,0.0
Pervis Ellison,27,4,68,16.4,0.604,0.0,0.105,17.8,10.1,14.0,5.9,1.6,5.6,16.8,15.8,,0.1,0.1,0.2,0.11800000000000001,,-2.2,2.7,0.5,0.0
Eric Montross,23,4,62,-1.2,0.47700000000000004,0.0,0.545,12.5,3.7,8.1,0.0,0.0,0.0,37.0,15.7,,-0.2,0.0,-0.2,-0.146,,-10.7,-3.6,-14.3,-0.2
Xavier McDaniel,31,4,59,-0.3,0.34600000000000003,0.059000000000000004,0.235,3.7,7.7,5.7,14.7,0.0,0.0,24.2,18.9,,-0.2,0.0,-0.2,-0.158,,-7.0,-2.8,-9.7,-0.1
Greg Minor,23,4,37,6.9,0.409,0.0,0.077,3.0,0.0,1.5,10.3,1.5,2.1,6.9,17.5,,0.0,0.0,0.0,-0.016,,-1.5,-1.1,-2.6,0.0
Acie Earl,24,1,10,-0.2,0.258,0.0,0.667,11.0,11.4,11.2,0.0,0.0,7.6,0.0,17.4,,0.0,0.0,0.0,-0.106,,-11.2,-2.1,-13.3,0.0
