PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Charles Barkley,31,10,390,26.6,0.58,0.192,0.495,11.9,27.5,19.9,14.3,1.7,2.2,10.1,28.3,,1.2,0.5,1.7,0.20600000000000002,,6.1,0.1,6.2,0.8
Kevin Johnson,28,10,371,27.4,0.6629999999999999,0.067,0.56,2.2,10.3,6.4,43.5,1.3,0.9,15.4,26.7,,1.7,0.2,1.9,0.24600000000000002,,7.9,0.1,7.9,0.9
A.C. Green,31,10,368,17.4,0.605,0.154,0.8079999999999999,12.3,25.1,18.9,5.0,0.8,0.4,8.6,14.1,,1.1,0.3,1.3,0.172,,2.9,-0.7,2.2,0.4
Dan Majerle,29,10,307,9.7,0.509,0.603,0.233,3.1,8.5,5.9,7.7,2.4,0.8,10.1,13.0,,0.2,0.2,0.4,0.057999999999999996,,-0.2,0.1,-0.1,0.1
Wesley Person,23,10,247,10.7,0.544,0.542,0.145,4.3,5.5,4.9,6.6,0.6,0.6,9.3,17.6,,0.3,0.0,0.3,0.057,,1.0,-2.3,-1.2,0.0
Wayman Tisdale,30,10,170,10.7,0.473,0.013999999999999999,0.19699999999999998,4.2,15.9,10.2,10.4,0.0,1.9,7.2,21.9,,0.0,0.1,0.1,0.026000000000000002,,-3.9,-1.5,-5.4,-0.1
Joe Kleine,33,10,167,13.2,0.583,0.037000000000000005,0.0,5.7,15.5,10.8,7.7,1.5,1.4,10.0,16.1,,0.2,0.1,0.3,0.099,,-1.9,1.2,-0.7,0.1
Danny Schayes,35,10,146,3.3,0.446,0.034,0.276,3.3,12.4,7.9,7.5,1.1,1.6,19.7,12.4,,-0.1,0.1,0.0,-0.013000000000000001,,-7.2,0.1,-7.0,-0.2
Danny Ainge,35,10,137,15.5,0.7,0.684,0.289,1.7,6.6,4.2,10.9,1.9,0.0,12.3,16.0,,0.4,0.1,0.4,0.152,,2.9,-0.1,2.9,0.2
Elliot Perry,25,9,106,18.9,0.585,0.11900000000000001,0.595,3.4,7.4,5.5,18.3,2.4,0.0,14.5,26.2,,0.2,0.1,0.3,0.11599999999999999,,1.1,-0.9,0.2,0.1
Trevor Ruffin,24,5,11,33.1,0.49,0.5,0.625,0.0,30.8,15.8,40.9,4.7,0.0,0.0,41.5,,0.0,0.0,0.0,0.157,,8.1,3.2,11.3,0.0
Richard Dumas,25,3,5,-8.7,0.25,0.0,0.0,23.8,0.0,11.6,0.0,0.0,0.0,20.0,44.8,,-0.1,0.0,-0.1,-0.557,,-15.5,-15.4,-30.9,0.0
