PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Charles Oakley,31,11,421,16.0,0.5479999999999999,0.092,0.46799999999999997,10.2,19.0,14.7,17.0,2.5,1.2,15.4,18.2,,0.6,1.0,1.5,0.172,,1.1,2.4,3.4,0.6
Patrick Ewing,32,11,399,18.9,0.5589999999999999,0.019,0.449,5.9,28.8,17.7,13.8,0.8,5.4,13.8,26.8,,0.3,1.0,1.3,0.151,,0.3,2.0,2.3,0.4
Derek Harper,33,11,388,16.6,0.657,0.431,0.22,1.8,11.0,6.5,29.3,1.6,0.2,17.9,18.5,,0.8,0.6,1.4,0.17800000000000002,,3.4,1.2,4.6,0.6
John Starks,29,11,380,15.0,0.583,0.5660000000000001,0.326,0.7,7.8,4.4,27.9,1.9,0.2,15.0,22.5,,0.5,0.6,1.1,0.14,,2.2,0.5,2.7,0.4
Anthony Mason,28,11,352,12.7,0.645,0.02,1.3530000000000002,9.0,16.5,12.9,11.3,0.9,1.5,24.2,15.0,,0.3,0.6,1.0,0.132,,0.2,0.8,1.0,0.3
Charles Smith,29,11,303,13.4,0.55,0.021,0.316,9.1,9.4,9.2,8.2,2.4,4.8,18.2,21.5,,-0.1,0.7,0.5,0.085,,-2.0,1.8,-0.3,0.1
Hubert Davis,24,11,184,3.8,0.47100000000000003,0.563,0.042,0.0,4.9,2.5,8.2,0.3,2.3,15.5,15.5,,-0.2,0.2,0.0,0.005,,-3.3,-1.9,-5.2,-0.1
Greg Anthony,27,11,135,9.9,0.5489999999999999,0.605,0.289,2.0,7.6,4.9,19.2,0.8,1.3,12.3,17.8,,0.2,0.2,0.4,0.126,,-2.3,-0.4,-2.7,0.0
Herb Williams,36,8,55,6.4,0.28800000000000003,0.0,0.154,7.5,9.4,8.5,0.0,5.1,7.8,6.7,13.3,,-0.1,0.2,0.1,0.048,,-7.7,3.9,-3.8,0.0
Anthony Bonner,26,6,38,13.5,0.55,0.091,0.545,14.5,13.6,14.0,9.9,1.5,2.3,18.0,21.6,,0.0,0.1,0.1,0.09699999999999999,,-1.1,1.7,0.6,0.0
Doug Christie,24,2,6,-43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,41.0,,-0.1,0.0,-0.1,-0.9620000000000001,,-41.0,-13.9,-54.9,-0.1
Monty Williams,23,1,4,38.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,,0.0,0.0,0.0,0.402,,9.2,2.9,12.0,0.0
