PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
David Robinson,29,15,623,22.6,0.536,0.017,0.516,10.7,22.2,16.6,14.5,1.9,5.0,13.6,29.8,,0.7,1.6,2.3,0.17600000000000002,,3.4,2.7,6.1,1.3
Avery Johnson,29,15,575,16.8,0.541,0.006,0.33,1.8,4.4,3.2,38.2,1.9,0.8,13.0,18.2,,0.9,0.8,1.8,0.149,,2.8,1.3,4.1,0.9
Sean Elliott,26,15,574,14.5,0.5479999999999999,0.275,0.425,4.7,9.5,7.1,12.1,0.9,1.0,10.2,20.9,,0.8,0.8,1.6,0.135,,1.9,0.5,2.5,0.6
Dennis Rodman,33,14,459,15.8,0.557,0.052000000000000005,0.365,17.6,33.3,25.7,6.4,1.4,0.0,18.3,13.5,,0.4,1.1,1.6,0.166,,0.8,0.4,1.2,0.4
Vinny Del Negro,28,15,382,10.8,0.509,0.16899999999999998,0.203,1.2,8.1,4.8,16.3,1.1,0.4,11.1,17.1,,0.2,0.5,0.7,0.08800000000000001,,-0.8,0.6,-0.1,0.2
Doc Rivers,33,15,318,11.5,0.5379999999999999,0.484,0.326,1.1,9.1,5.2,12.4,2.4,2.2,14.2,18.0,,0.1,0.6,0.7,0.11,,-1.0,3.2,2.3,0.3
Chuck Person,30,15,258,7.3,0.45799999999999996,0.584,0.14300000000000002,0.9,10.7,6.0,5.0,0.8,2.1,6.8,15.4,,-0.1,0.4,0.3,0.061,,-1.8,0.5,-1.3,0.0
J.R. Reid,26,15,209,14.8,0.597,0.0,0.6609999999999999,7.8,14.8,11.4,7.3,1.8,1.5,16.5,19.7,,0.3,0.4,0.7,0.158,,-1.6,2.5,0.8,0.2
Terry Cummings,33,15,135,12.2,0.474,0.021,0.625,10.4,15.6,13.1,5.0,2.0,0.6,10.3,22.9,,0.0,0.3,0.3,0.102,,-4.4,0.4,-4.0,-0.1
Willie Anderson,28,11,97,7.2,0.469,0.05,0.15,6.0,8.0,7.0,16.2,2.8,0.0,27.3,13.7,,-0.1,0.2,0.1,0.028999999999999998,,-4.3,1.5,-2.8,0.0
Jack Haley,31,4,13,-1.9,0.19,0.0,0.28600000000000003,18.0,34.1,26.3,0.0,0.0,6.1,11.3,30.9,,-0.1,0.0,-0.1,-0.264,,-13.7,-6.2,-19.9,-0.1
Julius Nwosu,23,2,7,-13.0,0.0,0.0,0.0,16.7,15.8,16.3,0.0,0.0,0.0,33.3,19.4,,-0.1,0.0,-0.1,-0.37,,-16.5,-8.6,-25.1,0.0
