SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1995,14,LAL,Nick Van Exel,23,10,464,16.5,0.53,0.41,0.36,2.2,7.5,4.8,30.3,2.5,0.5,10.5,21.2,,0.7,0.6,1.3,0.14,,2.9,0.8,3.7,0.7
1995,14,LAL,Vlade Divac,26,10,388,14.7,0.52,0.07,0.51,9.9,15.7,12.7,15.5,1.1,2.5,15.8,21.4,,0.1,0.6,0.7,0.08,,0.1,0.3,0.4,0.2
1995,14,LAL,Elden Campbell,26,10,376,15.8,0.52,0.0,0.33,7.8,14.9,11.3,8.6,0.6,5.9,9.0,20.7,,0.2,0.6,0.8,0.1,,0.3,1.8,2.1,0.4
1995,14,LAL,Cedric Ceballos,25,10,340,12.8,0.5,0.4,0.3,3.7,17.6,10.4,10.1,1.9,1.5,12.8,22.5,,-0.2,0.6,0.4,0.06,,0.7,-0.3,0.4,0.2
1995,14,LAL,Eddie Jones,23,10,286,9.0,0.49,0.34,0.26,2.8,10.4,6.5,12.5,1.5,2.3,16.0,17.4,,-0.2,0.4,0.2,0.03,,-1.4,0.8,-0.7,0.1
1995,14,LAL,Anthony Peeler,25,10,268,11.4,0.5,0.39,0.28,3.4,8.9,6.1,17.2,2.0,0.5,11.9,17.6,,0.1,0.3,0.4,0.07,,-0.3,0.7,0.5,0.2
1995,14,LAL,George Lynch,24,10,136,12.7,0.54,0.16,0.62,10.8,14.9,12.8,9.3,3.2,0.0,18.1,17.1,,0.0,0.3,0.3,0.1,,-1.6,1.9,0.3,0.1
1995,14,LAL,Sam Bowie,33,10,135,5.0,0.33,0.0,0.17,10.9,17.7,14.2,3.7,0.4,4.9,15.7,13.2,,-0.2,0.2,0.0,-0.01,,-6.7,-0.3,-7.0,-0.2
1995,14,LAL,Tony Smith,26,6,27,-2.9,0.32,0.77,0.15,4.2,8.9,6.5,20.1,0.0,0.0,22.4,31.0,,-0.2,0.0,-0.2,-0.3,,-3.1,-5.1,-8.2,0.0
1995,14,LAL,Anthony Miller,23,4,15,4.6,0.0,0.0,0.0,15.1,31.9,23.3,10.1,3.6,0.0,33.3,9.4,,-0.1,0.0,0.0,-0.03,,-5.7,0.1,-5.7,0.0
1995,14,LAL,Sedale Threatt,33,1,11,5.5,0.25,0.5,0.0,0.0,0.0,0.0,31.8,4.9,0.0,0.0,17.0,,0.0,0.0,0.0,-0.03,,-4.0,3.0,-1.0,0.0
1995,14,LAL,Antonio Harvey,24,3,4,4.1,,,,0.0,29.9,14.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.08,,-3.2,-0.4,-3.7,0.0
