PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Bobby Phills,25,4,146,12.8,0.55,0.163,0.465,2.6,9.8,5.8,9.4,3.5,0.0,14.8,21.1,,-0.1,0.2,0.2,0.055,,-1.0,1.1,0.2,0.1
Hot Rod Williams,32,4,144,4.6,0.297,0.024,0.19,2.7,24.2,12.3,15.8,3.5,2.1,18.0,19.5,,-0.7,0.3,-0.4,-0.125,,-5.8,0.9,-5.0,-0.1
Mark Price,30,4,143,14.3,0.55,0.425,0.825,1.8,11.1,5.9,37.6,2.4,0.0,24.8,25.7,,-0.1,0.2,0.1,0.039,,1.8,-1.0,0.8,0.1
Tyrone Hill,26,4,139,5.9,0.425,0.034,0.862,7.4,17.1,11.7,4.3,2.8,0.7,20.0,18.2,,-0.3,0.2,-0.1,-0.033,,-5.7,-0.9,-6.7,-0.2
Chris Mills,25,4,139,14.8,0.6759999999999999,0.37799999999999995,0.135,1.8,16.0,8.2,18.7,1.2,1.4,13.3,16.5,,0.2,0.2,0.4,0.14,,1.9,1.9,3.8,0.2
Michael Cage,33,4,81,11.4,0.424,0.055999999999999994,0.111,12.6,19.6,15.7,7.9,1.4,4.9,5.0,12.4,,0.0,0.1,0.1,0.077,,-1.6,0.4,-1.2,0.0
Danny Ferry,28,4,67,21.8,0.687,0.6,0.24,0.0,7.1,3.2,24.0,1.7,0.0,0.0,20.9,,0.3,0.1,0.3,0.24,,8.4,1.7,10.1,0.2
Steve Colter,32,4,43,9.9,0.51,0.1,0.4,3.0,0.0,1.6,10.3,1.3,0.0,0.0,13.8,,0.0,0.0,0.1,0.07200000000000001,,-0.9,-0.7,-1.5,0.0
Tony Campbell,32,4,37,17.8,0.596,0.14300000000000002,0.857,3.5,4.3,3.8,6.7,1.5,2.7,13.5,30.5,,0.0,0.0,0.1,0.105,,2.9,-0.3,2.7,0.0
John Battle,32,2,7,21.9,0.667,0.33299999999999996,0.0,0.0,0.0,0.0,50.7,0.0,0.0,0.0,21.7,,0.0,0.0,0.0,0.20800000000000002,,4.7,0.4,5.1,0.0
Greg Dreiling,32,1,7,-13.6,0.0,0.0,0.0,0.0,22.7,10.1,0.0,0.0,0.0,0.0,14.5,,-0.1,0.0,0.0,-0.312,,-17.4,-5.5,-22.9,0.0
Fred Roberts,34,1,7,25.6,0.615,0.0,0.5,18.3,22.7,20.2,0.0,0.0,0.0,17.0,42.5,,0.0,0.0,0.0,-0.077,,7.0,-3.3,3.8,0.0
