PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Hakeem Olajuwon,32,22,929,26.7,0.56,0.006999999999999999,0.28300000000000003,5.6,22.7,14.3,22.6,1.5,5.1,9.6,35.9,,1.5,1.3,2.8,0.14300000000000002,,3.3,2.1,5.4,1.7
Clyde Drexler,32,22,849,21.1,0.5870000000000001,0.307,0.435,6.3,14.8,10.6,21.3,2.0,1.3,10.5,23.5,,2.2,0.8,3.0,0.16699999999999998,,4.1,0.9,5.1,1.5
Robert Horry,24,22,841,16.2,0.5920000000000001,0.526,0.373,5.7,15.7,10.8,13.2,2.0,2.4,9.3,14.8,,1.6,0.9,2.5,0.142,,2.6,2.1,4.6,1.4
Kenny Smith,29,22,652,13.8,0.608,0.584,0.225,1.3,7.4,4.4,22.4,1.1,0.4,13.7,16.2,,1.1,0.2,1.4,0.10099999999999999,,1.7,-0.8,0.9,0.5
Mario Elie,31,22,635,12.8,0.643,0.474,0.321,3.6,7.8,5.7,12.4,1.7,0.1,11.8,13.0,,1.2,0.3,1.5,0.111,,0.3,0.4,0.7,0.4
Sam Cassell,25,22,485,17.8,0.589,0.355,0.503,2.0,8.1,5.1,28.5,2.3,0.3,13.8,22.9,,1.1,0.3,1.4,0.138,,1.3,0.3,1.6,0.4
Chucky Brown,26,21,326,9.2,0.509,0.026000000000000002,0.48700000000000004,7.3,15.9,11.7,3.1,1.4,0.5,11.5,14.9,,0.1,0.3,0.3,0.047,,-3.7,-1.1,-4.8,-0.2
Pete Chilcutt,26,20,323,11.4,0.63,0.563,0.266,5.5,15.3,10.5,8.0,1.1,0.9,13.3,11.9,,0.5,0.2,0.7,0.10099999999999999,,-0.2,0.4,0.3,0.2
Charles Jones,37,19,237,2.4,0.38299999999999995,0.077,0.9229999999999999,6.0,15.5,10.9,0.0,0.9,3.2,21.5,4.6,,-0.1,0.2,0.1,0.022000000000000002,,-7.1,1.0,-6.2,-0.2
Vernon Maxwell,24,8,31,6.1,0.51,0.0,0.4,3.8,0.0,1.9,4.4,1.7,7.4,25.4,11.8,,0.0,0.0,0.0,-0.005,,-7.1,1.4,-5.7,0.0
Vernon Maxwell,29,1,16,-5.3,0.20199999999999999,0.28600000000000003,0.14300000000000002,0.0,21.6,11.0,8.5,0.0,0.0,11.8,24.5,,-0.1,0.0,-0.1,-0.326,,-13.3,-7.0,-20.3,-0.1
Carl Herrera,28,1,6,18.8,1.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,7.7,,0.0,0.0,0.0,0.221,,9.4,3.1,12.5,0.0
