PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Jalen Rose,22,3,99,11.4,0.49700000000000005,0.14300000000000002,0.179,4.6,9.1,6.7,32.3,1.6,1.6,23.0,17.7,,0.0,0.0,-0.1,-0.03,,1.1,-1.5,-0.4,0.0
Bryant Stith,24,3,85,22.4,0.619,0.188,0.594,4.0,9.1,6.4,16.7,0.6,0.9,0.0,21.2,,0.4,0.0,0.4,0.20199999999999999,,6.5,-0.1,6.4,0.2
Dikembe Mutombo,28,3,84,7.6,0.645,0.0,0.9,5.4,23.0,13.7,1.9,0.0,6.4,33.4,11.2,,-0.1,0.0,0.0,-0.02,,-4.7,0.4,-4.3,0.0
Reggie Williams,30,3,84,8.5,0.336,0.361,0.16699999999999998,6.8,16.8,11.5,23.8,1.9,0.9,7.2,22.2,,-0.1,0.0,-0.1,-0.06,,-0.7,-1.6,-2.3,0.0
Mahmoud Abdul-Rauf,25,3,76,10.2,0.511,0.364,0.424,3.0,5.1,4.0,12.3,1.4,0.0,17.0,27.8,,0.0,0.0,-0.1,-0.048,,-1.1,-3.8,-4.9,-0.1
Rodney Rogers,23,3,76,11.5,0.547,0.182,0.182,1.5,18.6,9.6,12.3,2.1,4.1,17.4,16.9,,0.0,0.0,0.0,0.0,,-1.2,1.5,0.3,0.0
Dale Ellis,34,3,73,17.3,0.534,0.46399999999999997,0.46399999999999997,9.4,14.1,11.6,7.4,1.4,1.1,5.6,21.9,,0.2,0.0,0.2,0.11,,5.0,-1.2,3.8,0.1
Bison Dele,25,3,44,10.0,0.607,0.0,0.222,13.0,38.0,24.8,9.7,0.0,1.8,33.6,30.3,,-0.1,0.0,-0.1,-0.124,,-8.7,-1.2,-9.9,-0.1
Tom Hammonds,27,3,44,10.3,0.601,0.0,0.429,7.8,11.7,9.6,4.6,0.0,3.5,19.4,21.0,,0.0,0.0,0.0,-0.033,,-3.8,-1.1,-4.9,0.0
Cliff Levingston,34,3,35,15.2,0.509,0.0,0.33299999999999996,19.6,11.0,15.6,4.7,4.5,4.4,22.5,11.3,,0.0,0.0,0.0,0.053,,0.0,1.2,1.2,0.0
Greg Grant,28,3,20,6.0,0.145,0.16699999999999998,0.33299999999999996,17.1,0.0,9.1,36.0,2.6,0.0,0.0,15.4,,0.0,0.0,0.0,-0.073,,-3.2,-1.8,-5.0,0.0
