Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,13,556,LAC,Los Angeles Clippers,Keith Closs,"April 3, 1976",21.0,NBA,C,58,1,740,6.5,14.5,0.45,0.0,0.0,,6.5,14.5,0.45,3.2,5.4,0.6,4.4,7.4,11.8,1.3,0.8,5.7,2.7,5.1,16.3,,98,108
1999,13,556,LAC,Los Angeles Clippers,Keith Closs,"April 3, 1976",22.0,NBA,C,15,0,87,7.4,14.2,0.52,0.0,0.6,0.0,7.4,13.6,0.55,4.9,6.2,0.8,3.1,12.3,15.4,0.0,1.9,5.6,3.7,8.6,19.7,,104,101
