Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,28,TOR,Toronto Raptors,Anthony Parker,32.0,82,82.0,2634,395,829,0.48,133,304,0.44,262,525,0.5,0.56,102,125,0.82,50,284,334,183,79,17,87,157,1025
2008,28,TOR,Toronto Raptors,Jose Calderon,26.0,82,56.0,2484,367,707,0.52,79,184,0.43,288,523,0.55,0.57,109,120,0.91,34,202,236,678,87,6,126,134,922
2008,28,TOR,Toronto Raptors,Chris Bosh,23.0,67,67.0,2425,507,1027,0.49,10,25,0.4,497,1002,0.5,0.5,472,559,0.84,174,409,583,171,63,67,153,157,1496
2008,28,TOR,Toronto Raptors,Jamario Moon,27.0,78,75.0,2166,279,575,0.48,40,122,0.33,239,453,0.53,0.52,63,85,0.74,92,392,484,90,80,108,51,152,661
2008,28,TOR,Toronto Raptors,Carlos Delfino,25.0,82,0.0,1928,251,632,0.4,120,314,0.38,131,318,0.41,0.49,116,156,0.74,66,293,359,145,69,11,75,177,738
2008,28,TOR,Toronto Raptors,Andrea Bargnani,22.0,78,53.0,1861,280,725,0.39,90,261,0.34,190,464,0.41,0.45,142,169,0.84,50,238,288,89,23,37,88,211,792
2008,28,TOR,Toronto Raptors,Jason Kapono,26.0,81,7.0,1530,243,498,0.49,57,118,0.48,186,380,0.49,0.55,37,43,0.86,31,89,120,65,34,2,58,131,580
2008,28,TOR,Toronto Raptors,Rasho Nesterovic,31.0,71,39.0,1486,257,467,0.55,1,3,0.33,256,464,0.55,0.55,37,49,0.76,130,212,342,82,20,52,60,132,552
2008,28,TOR,Toronto Raptors,T.J. Ford,24.0,51,26.0,1199,246,524,0.47,15,51,0.29,231,473,0.49,0.48,110,125,0.88,23,77,100,313,54,0,102,93,617
2008,28,TOR,Toronto Raptors,Kris Humphries,22.0,70,0.0,925,161,333,0.48,0,2,0.0,161,331,0.49,0.48,75,124,0.6,90,169,259,28,25,28,47,107,397
2008,28,TOR,Toronto Raptors,Juan Dixon,29.0,36,0.0,424,59,160,0.37,17,39,0.44,42,121,0.35,0.42,18,19,0.95,9,38,47,65,21,2,35,38,153
2008,28,TOR,Toronto Raptors,Joey Graham,25.0,38,3.0,331,49,113,0.43,2,3,0.67,47,110,0.43,0.44,38,45,0.84,18,49,67,15,3,0,23,47,138
2008,28,TOR,Toronto Raptors,Darrick Martin,36.0,17,0.0,141,10,43,0.23,2,16,0.12,8,27,0.3,0.26,5,6,0.83,3,4,7,21,6,0,1,12,27
2008,28,TOR,Toronto Raptors,Primoz Brezec,28.0,13,0.0,110,17,38,0.45,0,0,,17,38,0.45,0.45,14,21,0.67,9,9,18,1,1,2,4,25,48
2008,28,TOR,Toronto Raptors,Maceo Baston,32.0,15,2.0,103,17,25,0.68,0,0,,17,25,0.68,0.68,7,10,0.7,9,17,26,3,2,4,4,20,41
2008,28,TOR,Toronto Raptors,Jorge Garbajosa,30.0,7,0.0,74,8,25,0.32,6,16,0.38,2,9,0.22,0.44,0,0,,2,13,15,3,3,0,1,2,22
2008,28,TOR,Toronto Raptors,Linton Johnson,27.0,2,0.0,10,2,5,0.4,0,1,0.0,2,4,0.5,0.4,2,2,1.0,0,1,1,1,0,0,3,1,6
2008,28,TOR,Toronto Raptors,Team Totals,,82,,19830,3148,6726,0.47,572,1459,0.39,2576,5267,0.49,0.51,1347,1658,0.81,790,2496,3286,1953,570,336,959,1596,8215
