Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,18,MIN,Minnesota Timberwolves,Kevin Love,22,73,2611,24.3,0.59,0.21,0.49,13.7,34.2,23.6,11.8,0.9,0.8,11.1,22.9,8.9,2.5,11.4,0.21,5.7,-1.3,4.4,4.2
2011,18,MIN,Minnesota Timberwolves,Michael Beasley,22,73,2361,15.5,0.51,0.13,0.23,5.4,14.1,9.6,12.3,1.1,1.7,12.4,28.3,0.7,1.0,1.7,0.04,0.0,-1.8,-1.8,0.1
2011,18,MIN,Minnesota Timberwolves,Luke Ridnour,29,71,2159,15.0,0.57,0.27,0.2,1.9,8.6,5.1,28.1,2.1,0.4,17.6,17.8,3.2,0.8,4.0,0.09,0.7,-0.7,0.0,1.1
2011,18,MIN,Minnesota Timberwolves,Wesley Johnson,23,79,2069,10.2,0.49,0.42,0.14,2.7,10.4,6.4,11.0,1.4,2.0,11.6,16.8,0.4,0.9,1.3,0.03,-1.3,-0.4,-1.7,0.2
2011,18,MIN,Minnesota Timberwolves,Darko Miliaic,25,69,1686,12.2,0.48,0.0,0.2,8.5,15.4,11.8,9.9,1.6,6.3,19.4,19.7,-1.5,1.7,0.2,0.01,-3.9,1.3,-2.7,-0.3
2011,18,MIN,Minnesota Timberwolves,Corey Brewer,24,56,1362,10.3,0.47,0.23,0.39,3.6,9.0,6.2,8.6,3.3,0.8,13.1,18.4,-0.4,1.0,0.6,0.02,-3.8,1.0,-2.8,-0.3
2011,18,MIN,Minnesota Timberwolves,Anthony Tolliver,25,65,1362,13.3,0.58,0.37,0.42,7.3,17.0,12.0,8.9,1.0,1.6,11.7,13.1,2.6,0.7,3.3,0.12,0.1,0.0,0.0,0.7
2011,18,MIN,Minnesota Timberwolves,Wayne Ellington,23,62,1181,8.6,0.49,0.3,0.13,2.4,7.9,5.1,9.4,1.2,0.2,11.2,17.1,0.1,0.1,0.3,0.01,-2.3,-1.3,-3.5,-0.5
2011,18,MIN,Minnesota Timberwolves,Martell Webster,24,46,1094,12.4,0.57,0.39,0.36,3.6,11.6,7.5,7.5,1.3,0.6,12.8,17.6,1.4,0.3,1.8,0.08,-0.4,-0.9,-1.3,0.2
2011,18,MIN,Minnesota Timberwolves,Jonny Flynn,21,53,983,7.1,0.44,0.34,0.14,1.3,7.5,4.3,27.6,1.7,0.2,26.4,18.5,-1.6,0.2,-1.3,-0.06,-3.9,-2.4,-6.3,-1.1
2011,18,MIN,Minnesota Timberwolves,Nikola Pekovic,25,65,887,11.2,0.57,0.0,0.43,11.0,13.2,12.1,4.8,1.0,3.0,22.5,19.4,0.2,0.5,0.6,0.04,-4.8,-0.9,-5.7,-0.8
2011,18,MIN,Minnesota Timberwolves,Sebastian Telfair,25,37,711,10.5,0.5,0.32,0.25,2.6,5.9,4.2,24.2,1.7,0.3,19.3,19.9,0.0,0.2,0.1,0.01,-1.9,-1.6,-3.5,-0.3
2011,18,MIN,Minnesota Timberwolves,Anthony Randolph,21,23,463,18.5,0.54,0.0,0.34,7.5,21.7,14.4,10.3,1.9,2.6,14.6,27.1,0.2,0.5,0.7,0.07,-0.7,-0.3,-1.0,0.1
2011,18,MIN,Minnesota Timberwolves,Lazar Hayward,24,42,419,10.8,0.46,0.39,0.27,5.9,12.8,9.3,10.3,1.4,1.3,9.9,19.5,0.1,0.2,0.3,0.04,-1.6,-1.3,-2.9,-0.1
2011,18,MIN,Minnesota Timberwolves,Kosta Koufos,21,39,336,10.4,0.45,0.02,0.22,13.5,18.7,16.0,3.2,1.2,4.5,17.4,18.2,-0.3,0.3,0.0,-0.0,-4.7,-1.2,-5.9,-0.3
2011,18,MIN,Minnesota Timberwolves,Sundiata Gaines,24,8,65,4.9,0.4,0.27,0.46,1.7,8.8,5.1,13.7,2.3,0.0,18.5,21.2,-0.2,0.0,-0.1,-0.1,-6.5,-1.8,-8.3,-0.1
2011,18,MIN,Minnesota Timberwolves,Maurice Ager,26,4,29,10.1,0.68,0.36,0.0,0.0,7.9,3.8,6.0,1.7,0.0,26.7,22.0,0.0,0.0,0.0,-0.02,-0.9,0.2,-0.7,0.0
