Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,3,NJN,New Jersey Nets,Brook Lopez,22,82,2889,19.3,0.55,0.0,0.37,7.8,12.3,10.0,8.8,0.9,3.2,10.4,27.3,4.4,1.9,6.3,0.1,1.4,-0.9,0.6,1.9
2011,3,NJN,New Jersey Nets,Travis Outlaw,26,82,2358,8.8,0.47,0.34,0.23,2.6,14.0,8.1,5.8,0.8,1.2,8.1,17.3,-0.4,1.2,0.8,0.02,-2.4,-1.1,-3.5,-0.9
2011,3,NJN,New Jersey Nets,Kris Humphries,25,74,2061,17.8,0.56,0.0,0.33,12.5,32.2,22.1,7.0,0.9,3.0,13.4,17.3,2.7,2.7,5.4,0.12,0.5,-0.1,0.4,1.3
2011,3,NJN,New Jersey Nets,Anthony Morrow,25,58,1856,12.1,0.57,0.42,0.17,2.3,8.8,5.5,6.3,0.5,0.3,7.5,18.0,2.6,0.4,3.0,0.08,0.3,-1.3,-1.0,0.5
2011,3,NJN,New Jersey Nets,Jordan Farmar,24,73,1796,14.1,0.5,0.47,0.15,1.5,10.1,5.7,34.9,1.8,0.3,16.7,21.6,0.8,1.0,1.9,0.05,0.8,-1.3,-0.4,0.7
2011,3,NJN,New Jersey Nets,Devin Harris,27,54,1724,17.6,0.54,0.18,0.5,0.7,8.3,4.4,41.2,1.8,0.2,17.5,24.4,2.6,0.9,3.4,0.1,2.0,-0.8,1.2,1.4
2011,3,NJN,New Jersey Nets,Sasha Vujacic,26,56,1594,12.6,0.52,0.45,0.16,2.1,11.7,6.7,13.6,1.8,0.2,9.0,19.6,1.2,1.0,2.2,0.07,-0.8,-0.4,-1.2,0.3
2011,3,NJN,New Jersey Nets,Derrick Favors,19,56,1091,12.6,0.54,0.0,0.42,13.3,19.1,16.1,3.2,0.9,2.9,14.6,16.3,0.9,1.0,1.9,0.08,-3.2,-0.7,-3.9,-0.5
2011,3,NJN,New Jersey Nets,Stephen Graham,28,59,959,4.4,0.46,0.1,0.19,2.0,13.4,7.6,6.5,0.8,0.1,14.9,12.3,-0.7,0.4,-0.3,-0.01,-5.8,-1.0,-6.8,-1.2
2011,3,NJN,New Jersey Nets,Johan Petro,25,77,893,9.9,0.45,0.01,0.1,8.0,20.4,14.0,8.4,2.0,2.9,13.2,18.1,-0.7,1.1,0.4,0.02,-5.5,0.9,-4.7,-0.6
2011,3,NJN,New Jersey Nets,Deron Williams,26,12,456,17.0,0.46,0.35,0.34,2.0,12.5,7.1,55.9,1.8,0.5,18.1,24.2,0.3,0.3,0.6,0.07,1.4,-1.5,-0.1,0.2
2011,3,NJN,New Jersey Nets,Ben Uzoh,22,42,438,14.7,0.47,0.06,0.39,7.9,8.6,8.2,26.7,1.6,1.4,12.9,20.5,0.2,0.2,0.5,0.05,0.4,-1.0,-0.6,0.2
2011,3,NJN,New Jersey Nets,Damion James,23,25,403,10.1,0.48,0.03,0.27,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,-0.4,0.5,0.1,0.02,-3.8,1.1,-2.6,-0.1
2011,3,NJN,New Jersey Nets,Quinton Ross,29,36,353,3.7,0.44,0.05,0.24,3.3,6.9,5.0,4.3,0.5,1.3,9.7,9.5,-0.1,0.1,0.0,-0.01,-5.3,-0.8,-6.2,-0.4
2011,3,NJN,New Jersey Nets,Troy Murphy,30,18,288,6.7,0.39,0.3,0.22,4.4,27.0,15.4,9.2,1.3,0.5,13.5,15.6,-0.4,0.3,-0.1,-0.02,-4.5,0.3,-4.2,-0.2
2011,3,NJN,New Jersey Nets,Terrence Williams,23,10,206,6.2,0.43,0.16,0.14,1.7,19.5,10.3,25.6,1.3,0.0,24.4,23.1,-0.6,0.1,-0.4,-0.1,-5.1,-0.3,-5.4,-0.2
2011,3,NJN,New Jersey Nets,Brandan Wright,23,16,184,15.5,0.47,0.0,0.32,10.6,20.5,15.4,6.2,2.3,2.9,6.1,16.5,0.2,0.2,0.4,0.11,-1.1,-0.3,-1.4,0.0
2011,3,NJN,New Jersey Nets,Dan Gadzuric,32,14,166,9.1,0.42,0.0,0.32,12.5,22.7,17.4,2.9,1.0,5.1,14.6,15.3,-0.2,0.2,0.1,0.02,-6.2,-1.2,-7.3,-0.2
2011,3,NJN,New Jersey Nets,Sundiata Gaines,24,10,146,15.3,0.48,0.35,0.42,7.9,11.7,9.7,28.9,3.3,0.0,18.6,22.2,0.0,0.1,0.1,0.05,-1.3,0.7,-0.5,0.1
2011,3,NJN,New Jersey Nets,Mario West,26,6,116,9.1,0.47,0.19,0.24,2.0,9.4,5.6,13.2,3.2,0.0,7.9,10.1,0.1,0.1,0.2,0.07,-5.5,1.3,-4.2,-0.1
2011,3,NJN,New Jersey Nets,Joe Smith,35,4,25,-3.9,0.25,0.0,0.0,4.6,9.7,7.1,5.8,0.0,0.0,33.3,11.1,-0.1,0.0,-0.1,-0.16,-8.6,-1.5,-10.1,-0.1
2011,3,NJN,New Jersey Nets,Orien Greene,28,3,5,33.0,0.52,0.0,1.0,0.0,0.0,0.0,37.8,10.7,0.0,0.0,26.7,0.0,0.0,0.0,0.29,6.0,9.1,15.1,0.0
