Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1992,6,CLE,Cleveland Cavaliers,Brad Daugherty,26,17,687,20.3,0.61,0.0,0.62,6.7,22.1,14.8,13.7,0.8,1.4,11.0,22.2,1.8,1.0,2.7,0.19,3.8,0.5,4.3,1.1
1992,6,CLE,Cleveland Cavaliers,Larry Nance,32,17,681,17.8,0.54,0.0,0.28,8.2,18.2,13.5,10.3,1.1,4.0,8.4,20.5,0.9,1.0,2.0,0.14,2.0,1.2,3.3,0.9
1992,6,CLE,Cleveland Cavaliers,Mark Price,27,17,603,19.2,0.6,0.29,0.31,2.1,5.9,4.1,35.3,2.1,0.4,17.2,24.5,1.1,0.6,1.7,0.13,5.0,-0.4,4.6,1.0
1992,6,CLE,Cleveland Cavaliers,Hot Rod Williams,29,17,567,19.2,0.63,0.0,0.71,11.0,15.6,13.4,11.4,2.2,1.8,13.3,18.6,1.4,0.9,2.3,0.19,2.6,1.9,4.5,0.9
1992,6,CLE,Cleveland Cavaliers,Craig Ehlo,30,17,552,12.8,0.5,0.34,0.14,5.0,11.0,8.2,20.4,2.0,0.5,10.0,14.7,0.5,0.6,1.2,0.1,1.6,1.4,2.9,0.7
1992,6,CLE,Cleveland Cavaliers,Mike Sanders,31,17,418,10.3,0.52,0.03,0.18,6.0,9.3,7.7,13.3,1.9,1.7,15.6,16.0,0.1,0.5,0.6,0.06,-1.7,1.2,-0.5,0.2
1992,6,CLE,Cleveland Cavaliers,John Battle,29,15,202,8.5,0.48,0.02,0.28,2.5,4.4,3.5,11.8,1.3,0.3,16.3,24.7,-0.3,0.1,-0.2,-0.04,-3.3,-2.5,-5.8,-0.2
1992,6,CLE,Cleveland Cavaliers,Terrell Brandon,21,12,157,8.7,0.41,0.06,0.07,3.2,12.7,8.2,29.1,1.0,0.4,16.2,19.6,-0.2,0.2,0.0,-0.01,-3.4,-1.1,-4.4,-0.1
1992,6,CLE,Cleveland Cavaliers,Steve Kerr,26,12,149,8.2,0.51,0.27,0.12,0.8,3.7,2.4,9.9,1.8,0.0,8.5,14.4,0.0,0.1,0.2,0.05,-2.0,-0.4,-2.3,0.0
1992,6,CLE,Cleveland Cavaliers,Danny Ferry,25,9,55,13.8,0.57,0.2,0.27,15.9,18.1,17.0,2.7,1.0,1.1,10.7,15.5,0.1,0.1,0.2,0.14,1.2,-0.2,1.0,0.0
1992,6,CLE,Cleveland Cavaliers,Henry James,26,8,22,-4.8,0.17,0.3,0.4,5.7,5.0,5.3,12.1,2.4,0.0,7.8,26.3,-0.2,0.0,-0.1,-0.3,-12.4,-5.1,-17.5,-0.1
1992,6,CLE,Cleveland Cavaliers,Bobby Phills,22,5,12,38.9,0.51,0.11,0.44,20.8,36.9,29.3,89.7,4.4,0.0,15.7,48.2,0.0,0.0,0.1,0.26,8.4,5.5,14.0,0.0
