Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
710,Todd Day,"January 7, 1970",9.0,0.0,100.0,8.5,18.6,0.46,2.7,8.5,0.32,5.8,10.1,0.57,2.7,5.3,0.51,3.2,2.1,5.3,2.1,2.1,0.5,2.1,12.7,22.3,106.0,104.0
