PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Dirk Nowitzki,27.0,81.0,3089.0,0.48,0.496,0.406,0.515,0.9009999999999999,0.589,0.382,0.17300000000000001,106.0,104.0,113.0,105.0,121.0,110.0,115.0,86.0,79.4,193.8
Jason Terry,28.0,80.0,2798.0,0.469,0.505,0.41100000000000003,0.547,0.8,0.575,0.191,0.379,103.0,106.0,115.0,112.0,107.0,107.0,57.0,187.0,126.0,94.8
Josh Howard,25.0,59.0,1915.0,0.47100000000000003,0.475,0.429,0.489,0.7340000000000001,0.536,0.359,0.085,104.0,99.0,120.0,100.0,98.0,100.0,108.0,42.0,-1.1,1.3
Jerry Stackhouse,31.0,55.0,1525.0,0.401,0.435,0.27699999999999997,0.431,0.882,0.51,0.366,0.21600000000000003,88.0,91.0,77.0,88.0,118.0,95.0,110.0,107.0,-70.9,-35.1
Marquis Daniels,25.0,62.0,1766.0,0.48,0.491,0.21,0.484,0.754,0.535,0.35700000000000004,0.037000000000000005,106.0,103.0,59.0,99.0,101.0,100.0,107.0,18.0,-5.7,-0.7
Devin Harris,22.0,56.0,1275.0,0.469,0.48200000000000004,0.23800000000000002,0.475,0.716,0.544,0.583,0.052000000000000005,103.0,101.0,66.0,97.0,96.0,102.0,175.0,26.0,-11.9,8.9
Keith Van Horn,30.0,53.0,1090.0,0.424,0.45399999999999996,0.368,0.488,0.8320000000000001,0.54,0.292,0.35100000000000003,93.0,95.0,103.0,100.0,112.0,101.0,88.0,174.0,-1.2,4.2
Erick Dampier,30.0,82.0,1934.0,0.493,0.493,,0.493,0.591,0.531,0.62,0.0,109.0,103.0,,101.0,79.0,99.0,186.0,,2.0,-4.0
Adrian Griffin,31.0,52.0,1245.0,0.48,0.485,0.0,0.48,0.774,0.521,0.26,0.01,106.0,102.0,,98.0,104.0,97.0,78.0,5.0,-3.9,-6.5
DeSagana Diop,24.0,81.0,1510.0,0.48700000000000004,0.48700000000000004,0.5,0.49,0.542,0.512,0.46799999999999997,0.013000000000000001,107.0,102.0,140.0,100.0,73.0,96.0,140.0,6.0,0.1,-8.9
Darrell Armstrong,37.0,62.0,622.0,0.336,0.4,0.22899999999999998,0.379,0.7859999999999999,0.444,0.32799999999999996,0.375,74.0,84.0,64.0,77.0,105.0,83.0,99.0,185.0,-28.4,-26.9
Josh Powell,23.0,37.0,429.0,0.457,0.457,,0.457,0.8,0.546,0.556,0.0,101.0,96.0,,93.0,107.0,102.0,167.0,,-5.4,2.0
Doug Christie,25.0,43.0,237.0,0.5329999999999999,0.542,0.0,0.5329999999999999,0.5,0.5379999999999999,0.33299999999999996,0.017,118.0,113.0,,109.0,67.0,100.0,100.0,8.0,5.2,0.3
Rawle Marshall,23.0,23.0,241.0,0.4,0.40399999999999997,0.33299999999999996,0.408,0.759,0.488,0.483,0.05,88.0,84.0,93.0,83.0,102.0,91.0,145.0,25.0,-9.8,-6.9
Doug Christie,35.0,7.0,185.0,0.34600000000000003,0.36,0.0,0.34600000000000003,0.667,0.41600000000000004,0.462,0.038,76.0,75.0,,71.0,89.0,78.0,139.0,19.0,-7.5,-7.5
Pavel Podkolzin,21.0,1.0,18.0,0.0,0.0,,0.0,0.5,0.32299999999999995,3.0,0.0,,,,,67.0,60.0,901.0,,-2.0,-2.0
Team,,,,0.462,0.48100000000000004,0.374,0.495,0.7829999999999999,0.55,0.364,0.175,102.0,101.0,104.0,101.0,105.0,103.0,109.0,86.0,64.9,206.8
League Average,,,,0.45399999999999996,0.478,0.358,0.49,0.745,0.536,0.33299999999999996,0.20199999999999999,,,,,,,,,,
