PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Michael Redd,26.0,80.0,3130.0,0.45,0.47,0.395,0.504,0.877,0.574,0.377,0.272,99.0,98.0,110.0,103.0,118.0,107.0,113.0,135.0,41.4,135.0
Bobby Simmons,25.0,75.0,2538.0,0.45299999999999996,0.46799999999999997,0.42,0.518,0.825,0.5589999999999999,0.247,0.309,100.0,98.0,117.0,106.0,111.0,104.0,74.0,153.0,45.2,42.2
T.J. Ford,22.0,72.0,2557.0,0.41600000000000004,0.428,0.337,0.43799999999999994,0.754,0.489,0.314,0.132,92.0,89.0,94.0,89.0,101.0,91.0,94.0,65.0,-82.2,-84.0
Andrew Bogut,21.0,82.0,2348.0,0.5329999999999999,0.536,0.0,0.5329999999999999,0.629,0.555,0.32,0.005,117.0,112.0,,109.0,84.0,104.0,96.0,2.0,52.2,27.4
Jamaal Magloire,27.0,82.0,2465.0,0.467,0.467,,0.467,0.534,0.494,0.541,0.0,103.0,98.0,,95.0,72.0,92.0,163.0,,-28.7,-63.7
Mo Williams,23.0,58.0,1531.0,0.424,0.44299999999999995,0.382,0.483,0.85,0.518,0.18,0.304,94.0,93.0,107.0,98.0,114.0,97.0,54.0,150.0,-9.4,-24.0
Charlie Bell,26.0,59.0,1283.0,0.439,0.45,0.423,0.526,0.708,0.55,0.217,0.41,97.0,94.0,118.0,107.0,95.0,103.0,65.0,203.0,29.2,12.9
Dan Gadzuric,27.0,74.0,885.0,0.5529999999999999,0.555,0.0,0.5529999999999999,0.461,0.55,0.28800000000000003,0.003,122.0,116.0,,113.0,62.0,103.0,87.0,2.0,39.2,10.1
Joe Smith,30.0,44.0,887.0,0.475,0.478,0.0,0.475,0.774,0.5329999999999999,0.377,0.006999999999999999,105.0,100.0,,97.0,104.0,99.0,113.0,3.0,-8.9,-1.9
Toni Kukoč,37.0,65.0,1018.0,0.389,0.47,0.306,0.465,0.7140000000000001,0.491,0.188,0.493,86.0,98.0,85.0,95.0,96.0,92.0,56.0,244.0,-15.0,-28.6
Jermaine Jackson,26.0,58.0,866.0,0.387,0.41600000000000004,0.28600000000000003,0.419,0.747,0.48200000000000004,0.392,0.221,85.0,87.0,80.0,85.0,100.0,90.0,118.0,109.0,-31.5,-27.8
Jermaine Jackson,29.0,30.0,202.0,0.423,0.455,0.25,0.442,0.857,0.544,0.5379999999999999,0.154,93.0,95.0,70.0,90.0,115.0,102.0,162.0,76.0,-2.5,0.6
Ervin Johnson,38.0,18.0,81.0,0.41200000000000003,0.41200000000000003,,0.41200000000000003,0.5,0.419,0.11800000000000001,0.0,91.0,86.0,,84.0,67.0,78.0,35.0,,-2.7,-4.2
Reece Gaines,25.0,12.0,54.0,0.5,0.6,0.0,0.5,0.25,0.47200000000000003,0.33299999999999996,0.16699999999999998,110.0,126.0,,102.0,34.0,88.0,100.0,82.0,0.2,-1.7
Josh Davis,25.0,4.0,12.0,0.25,0.33299999999999996,0.0,0.25,,0.25,0.0,0.25,55.0,70.0,,51.0,,47.0,,124.0,-1.9,-2.3
Team,,,,0.45299999999999996,0.47200000000000003,0.38,0.49200000000000005,0.738,0.535,0.322,0.203,100.0,99.0,106.0,100.0,99.0,100.0,97.0,100.0,26.6,-7.9
League Average,,,,0.45399999999999996,0.478,0.358,0.49,0.745,0.536,0.33299999999999996,0.20199999999999999,,,,,,,,,,
