Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2019,3,1710,BRK,Brooklyn Nets,24.0,NBA,SF,5,2,144,11.5,23.3,0.49,3.8,8.3,0.46,7.7,15.0,0.51,6.7,9.3,0.72,1.9,5.4,7.3,4.8,1.6,0.6,3.2,2.6,33.5,,118,117
2020,3,1710,BRK,Brooklyn Nets,25.0,NBA,SG,4,4,140,8.9,24.2,0.37,3.0,7.0,0.43,6.0,17.2,0.35,6.0,8.3,0.72,2.7,5.3,8.0,12.6,1.7,0.3,4.3,2.3,26.8,,104,122
