Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2005,2,1440,BOS,Boston Celtics,Al Jefferson,"January 4, 1985",20.0,NBA,PF,71.0,1051.0,16.6,0.55,0.01,0.37,13.5,21.0,17.3,3.9,1.1,3.9,13.3,21.2,1.3,1.4,2.7,0.12,-1.7,-0.6,-2.3,-0.1
2006,2,1440,BOS,Boston Celtics,Al Jefferson,"January 4, 1985",21.0,NBA,PF,59.0,1062.0,16.2,0.53,0.01,0.35,11.4,22.6,17.2,5.0,1.5,3.3,12.4,21.6,0.9,1.5,2.3,0.1,-1.7,-0.4,-2.1,0.0
2007,2,1440,BOS,Boston Celtics,Al Jefferson,"January 4, 1985",22.0,NBA,C,69.0,2319.0,19.8,0.55,0.0,0.33,12.0,27.4,19.5,7.2,1.1,3.5,11.8,22.4,3.3,3.3,6.6,0.14,1.0,-0.3,0.7,1.6
2008,18,1440,MIN,Minnesota Timberwolves,Al Jefferson,"January 4, 1985",23.0,NBA,C,82.0,2919.0,22.7,0.54,0.0,0.27,11.9,24.7,18.1,7.5,1.3,3.2,9.4,27.5,4.8,2.9,7.7,0.13,2.8,-1.2,1.6,2.6
2009,18,1440,MIN,Minnesota Timberwolves,Al Jefferson,"January 4, 1985",24.0,NBA,C,50.0,1836.0,23.1,0.53,0.0,0.26,10.6,24.9,17.5,8.8,1.1,3.5,7.8,28.9,2.9,2.0,4.9,0.13,3.2,-0.6,2.6,2.1
2010,18,1440,MIN,Minnesota Timberwolves,Al Jefferson,"January 4, 1985",25.0,NBA,C,76.0,2463.0,19.0,0.52,0.0,0.24,8.0,24.2,16.0,10.0,1.3,3.0,9.9,24.3,2.3,2.3,4.6,0.09,0.7,-0.4,0.4,1.5
2011,29,1440,UTA,Utah Jazz,Al Jefferson,"January 4, 1985",26.0,NBA,C,82.0,2940.0,20.1,0.53,0.0,0.22,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,5.1,2.7,7.8,0.13,1.6,-1.0,0.6,1.9
2012,29,1440,UTA,Utah Jazz,Al Jefferson,"January 4, 1985",27.0,NBA,C,61.0,2075.0,22.8,0.52,0.0,0.17,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,0.17,3.5,0.2,3.7,3.0
2013,29,1440,UTA,Utah Jazz,Al Jefferson,"January 4, 1985",28.0,NBA,C,78.0,2578.0,20.9,0.52,0.01,0.18,7.0,25.9,16.3,12.0,1.6,2.7,7.3,25.3,4.3,3.3,7.7,0.14,2.2,0.1,2.4,2.8
2014,4,1440,CHA,Charlotte Bobcats,Al Jefferson,"January 4, 1985",29.0,NBA,C,73.0,2553.0,22.7,0.53,0.01,0.2,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,7.8,0.15,2.2,0.5,2.7,3.0
2015,4,1440,CHO,Charlotte Hornets,Al Jefferson,"January 4, 1985",30.0,NBA,C,65.0,1992.0,19.7,0.5,0.0,0.16,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.11,0.9,0.7,1.6,1.8
2016,4,1440,CHO,Charlotte Hornets,Al Jefferson,"January 4, 1985",31.0,NBA,C,47.0,1096.0,18.2,0.51,0.0,0.22,5.6,24.6,15.0,11.8,1.4,3.0,5.8,24.2,1.0,1.8,2.8,0.12,-0.9,0.4,-0.5,0.4
2017,12,1440,IND,Indiana Pacers,Al Jefferson,"January 4, 1985",32.0,NBA,C,66.0,931.0,18.9,0.53,0.0,0.18,9.2,24.2,16.8,11.0,1.0,1.5,6.1,26.1,1.2,1.1,2.3,0.12,-0.3,-1.1,-1.4,0.1
2018,12,1440,IND,Indiana Pacers,Al Jefferson,"January 4, 1985",33.0,NBA,C,36.0,484.0,20.2,0.56,0.01,0.17,7.0,26.2,16.7,10.0,1.7,4.2,8.6,22.5,0.8,0.8,1.6,0.16,0.6,1.5,2.0,0.5
