Player ID,Player Name,Birth Date,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1181,Tim Hardaway,"September 1, 1966",56.0,2052.0,12.06,0.46,0.44,0.2,1.82,6.78,4.29,35.38,1.81,0.19,19.5,24.14,0.9,2.1,3.0,-0.01,1.44,-1.86,-0.4,0.28
