Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,21,1415,OKC,Oklahoma City Thunder,Reggie Jackson,"April 16, 1990",21.0,NBA,PG,45.0,0.0,501.0,3.7,11.4,0.32,0.9,4.5,0.21,2.7,7.0,0.39,1.8,2.1,0.86,1.0,2.8,3.8,5.1,1.8,0.1,2.6,2.2,10.1
2013,21,1415,OKC,Oklahoma City Thunder,Reggie Jackson,"April 16, 1990",22.0,NBA,PG,70.0,0.0,993.0,5.4,11.8,0.46,0.9,3.8,0.23,4.5,8.0,0.57,1.9,2.2,0.84,0.8,5.3,6.0,4.4,1.1,0.5,1.9,3.0,13.6
2014,21,1415,OKC,Oklahoma City Thunder,Reggie Jackson,"April 16, 1990",23.0,NBA,PG,80.0,36.0,2277.0,6.4,14.5,0.44,1.3,3.9,0.34,5.1,10.6,0.48,2.5,2.8,0.89,0.7,4.3,4.9,5.2,1.3,0.1,2.7,2.2,16.6
2015,31,1415,TOT,Total After Trade,Reggie Jackson,"April 16, 1990",24.0,NBA,PG,77.0,40.0,2268.0,6.9,15.8,0.43,1.1,3.8,0.3,5.7,12.0,0.48,2.9,3.5,0.83,0.9,4.3,5.2,7.3,1.0,0.1,3.0,2.7,17.7
2015,21,1415,OKC,Oklahoma City Thunder,Reggie Jackson,"April 16, 1990",24.0,NBA,PG,50.0,13.0,1398.0,6.4,14.8,0.43,1.1,4.1,0.28,5.3,10.8,0.49,2.5,3.0,0.86,0.7,4.5,5.2,5.5,1.1,0.1,2.3,2.4,16.5
2015,9,1415,DET,Detroit Pistons,Reggie Jackson,"April 16, 1990",24.0,NBA,PG,27.0,27.0,870.0,7.6,17.4,0.44,1.2,3.4,0.34,6.4,13.9,0.46,3.4,4.3,0.8,1.2,4.1,5.2,10.3,0.8,0.2,3.9,3.0,19.7
2016,9,1415,DET,Detroit Pistons,Reggie Jackson,"April 16, 1990",25.0,NBA,PG,79.0,79.0,2424.0,8.0,18.5,0.43,1.8,5.0,0.35,6.3,13.5,0.46,4.3,5.0,0.86,0.9,2.9,3.8,7.3,0.9,0.2,3.3,2.8,22.1
2017,9,1415,DET,Detroit Pistons,Reggie Jackson,"April 16, 1990",26.0,NBA,PG,52.0,50.0,1424.0,7.2,17.1,0.42,1.7,4.7,0.36,5.5,12.5,0.44,3.0,3.4,0.87,0.5,2.4,2.9,6.8,0.9,0.1,2.9,3.3,19.0
2018,9,1415,DET,Detroit Pistons,Reggie Jackson,"April 16, 1990",27.0,NBA,PG,45.0,45.0,1201.0,7.4,17.3,0.43,1.6,5.1,0.31,5.8,12.2,0.48,3.4,4.0,0.84,0.9,2.9,3.7,7.1,0.8,0.1,3.0,2.6,19.7
2019,9,1415,DET,Detroit Pistons,Reggie Jackson,"April 16, 1990",28.0,NBA,PG,82.0,82.0,2289.0,6.9,16.5,0.42,2.7,7.4,0.37,4.2,9.1,0.46,3.2,3.7,0.86,0.7,2.7,3.4,5.4,0.9,0.1,2.3,3.3,19.8
2020,31,1415,TOT,Total After Trade,Reggie Jackson,"April 16, 1990",29.0,NBA,"PG,SG",31.0,16.0,743.0,6.5,15.8,0.41,2.8,7.0,0.39,3.7,8.8,0.42,2.2,2.6,0.83,0.8,3.6,4.5,6.1,0.6,0.2,2.5,2.9,17.9
2020,9,1415,DET,Detroit Pistons,Reggie Jackson,"April 16, 1990",29.0,NBA,PG,14.0,10.0,381.0,7.2,18.7,0.38,2.9,7.7,0.38,4.3,11.0,0.39,2.5,3.1,0.79,1.0,2.8,3.9,6.8,0.8,0.1,2.2,2.0,19.7
2020,13,1415,LAC,Los Angeles Clippers,Reggie Jackson,"April 16, 1990",29.0,NBA,SG,17.0,6.0,362.0,5.8,12.7,0.45,2.6,6.3,0.41,3.2,6.5,0.49,1.9,2.1,0.9,0.6,4.5,5.1,5.4,0.5,0.4,2.8,3.8,16.0
2021,13,1415,LAC,Los Angeles Clippers,Reggie Jackson,"April 16, 1990",30.0,NBA,SG,21.0,8.0,394.0,5.5,12.8,0.43,2.5,6.5,0.38,3.0,6.3,0.48,1.4,2.0,0.68,0.5,4.8,5.3,5.5,1.1,0.2,1.7,3.3,14.8
