Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2000,15,VAN,Vancouver Grizzlies,Shareef Abdur-Rahim,23,82,3223,20.2,0.55,0.08,0.43,8.0,22.7,15.3,15.5,1.5,1.9,14.1,25.0,6.2,2.6,8.8,0.13,2.6,-0.4,2.2,3.4
2000,15,VAN,Vancouver Grizzlies,Mike Bibby,21,82,3155,16.7,0.52,0.21,0.24,2.8,8.9,5.8,36.2,2.2,0.3,17.8,20.0,4.5,1.1,5.6,0.09,1.9,-1.3,0.6,2.1
2000,15,VAN,Vancouver Grizzlies,Michael Dickerson,24,82,3103,15.6,0.53,0.23,0.26,3.0,7.8,5.4,12.2,2.0,1.0,10.5,23.1,4.5,1.0,5.5,0.08,1.0,-1.0,0.0,1.6
2000,15,VAN,Vancouver Grizzlies,Othella Harrington,26,82,2677,13.3,0.56,0.0,0.36,8.7,16.5,12.6,6.3,0.7,1.6,18.4,20.0,2.0,1.0,3.0,0.05,-1.7,-1.8,-3.5,-1.0
2000,15,VAN,Vancouver Grizzlies,Bryant Reeves,26,69,1773,10.6,0.48,0.01,0.29,8.4,18.0,13.2,7.9,1.0,1.5,15.8,19.3,-0.2,0.9,0.6,0.02,-3.4,-1.4,-4.9,-1.3
2000,15,VAN,Vancouver Grizzlies,Dennis Scott,31,66,1263,9.4,0.52,0.57,0.17,1.5,8.6,5.0,8.7,1.2,0.5,7.7,14.0,1.4,0.1,1.5,0.06,-1.0,-1.1,-2.2,-0.1
2000,15,VAN,Vancouver Grizzlies,Grant Long,33,42,920,11.7,0.51,0.02,0.42,11.1,19.4,15.2,7.2,2.6,0.8,19.8,12.2,0.6,0.8,1.4,0.07,-1.9,0.3,-1.7,0.1
2000,15,VAN,Vancouver Grizzlies,Cherokee Parks,27,56,808,11.9,0.52,0.01,0.26,8.1,19.1,13.6,6.8,1.9,4.0,14.8,10.7,0.6,0.8,1.4,0.09,-2.1,1.4,-0.6,0.3
2000,15,VAN,Vancouver Grizzlies,Felipe Lopez,25,65,781,11.9,0.47,0.07,0.42,9.0,10.0,9.5,9.6,2.2,1.6,14.6,21.1,0.0,0.4,0.4,0.02,-1.8,-0.9,-2.7,-0.1
2000,15,VAN,Vancouver Grizzlies,Doug West,32,38,581,8.6,0.47,0.02,0.28,3.7,11.0,7.3,11.8,1.1,1.0,10.5,14.2,0.3,0.1,0.5,0.04,-3.6,-0.6,-4.2,-0.3
2000,15,VAN,Vancouver Grizzlies,Brent Price,31,41,424,9.5,0.52,0.57,0.33,2.2,8.2,5.2,25.8,2.1,0.2,25.7,19.7,-0.1,0.1,0.1,0.01,-2.4,-1.6,-4.0,-0.2
2000,15,VAN,Vancouver Grizzlies,Milt Palacio,21,53,394,8.8,0.47,0.02,0.38,5.1,10.4,7.7,19.7,2.7,0.0,27.8,18.3,-0.5,0.2,-0.3,-0.04,-4.0,-0.4,-4.4,-0.2
2000,15,VAN,Vancouver Grizzlies,Obinna Ekezie,24,39,351,11.8,0.54,0.0,0.73,11.5,19.9,15.7,3.7,1.4,0.8,18.3,18.4,0.2,0.2,0.5,0.06,-3.1,-1.7,-4.8,-0.2
2000,15,VAN,Vancouver Grizzlies,Antoine Carr,38,21,221,7.5,0.48,0.0,0.22,4.3,13.1,8.7,5.3,0.7,1.9,11.4,16.3,0.0,0.1,0.1,0.02,-4.4,-0.8,-5.1,-0.2
2000,15,VAN,Vancouver Grizzlies,Joe Stephens,27,13,181,10.2,0.39,0.16,0.08,8.5,15.3,11.9,9.8,2.0,1.2,10.2,14.8,-0.1,0.1,0.0,0.01,-1.2,-0.4,-1.5,0.0
