Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1980,9,DET,Detroit Pistons,Bob Lanier,31,37,,37.6,8.6,15.8,0.55,0.0,0.1,0.0,8.6,15.6,0.55,0.55,4.4,5.7,0.78,2.9,7.2,10.1,3.3,1.0,1.6,3.1,3.5,21.7
1980,9,DET,Detroit Pistons,Bob McAdoo,28,58,,36.2,8.5,17.7,0.48,0.1,0.4,0.12,8.4,17.3,0.49,0.48,4.1,5.6,0.73,1.7,6.3,8.1,3.4,1.3,1.1,4.1,3.1,21.1
1980,9,DET,Detroit Pistons,John Long,23,69,,34.3,8.5,16.9,0.5,0.0,0.2,0.08,8.5,16.7,0.51,0.51,2.3,2.8,0.82,2.2,2.7,4.9,3.0,1.9,0.4,3.0,3.2,19.4
1980,9,DET,Detroit Pistons,Terry Tyler,23,82,,32.6,5.2,11.3,0.46,0.0,0.1,0.17,5.2,11.1,0.47,0.47,1.7,2.3,0.76,2.8,4.9,7.6,1.6,1.3,2.7,2.1,2.9,12.3
1980,9,DET,Detroit Pistons,Kent Benson,25,17,,29.5,5.1,11.0,0.46,0.1,0.2,0.25,5.0,10.8,0.46,0.46,1.9,2.6,0.75,1.8,5.3,7.1,3.0,1.1,1.1,3.0,4.0,12.1
1980,9,DET,Detroit Pistons,Jim McElroy,26,36,,28.1,4.5,9.9,0.46,0.1,0.4,0.21,4.4,9.5,0.46,0.46,2.6,3.3,0.8,0.3,1.1,1.4,4.5,0.7,0.4,2.4,2.2,11.7
1980,9,DET,Detroit Pistons,Eric Money,24,55,,26.7,4.7,9.3,0.51,0.0,0.0,,4.7,9.3,0.51,0.51,1.5,1.9,0.78,0.5,1.3,1.8,4.3,1.0,0.2,2.6,2.5,10.9
1980,9,DET,Detroit Pistons,Ron Lee,27,31,,25.9,2.7,6.9,0.39,0.7,1.8,0.39,2.0,5.1,0.39,0.44,1.1,1.7,0.66,0.9,2.0,2.9,5.6,2.7,0.4,2.2,3.5,7.3
1980,9,DET,Detroit Pistons,Leon Douglas,25,70,,25.5,3.2,6.5,0.49,0.0,0.0,0.0,3.2,6.5,0.49,0.49,1.8,2.6,0.68,2.4,4.7,7.2,1.7,0.4,0.9,1.8,3.6,8.1
1980,9,DET,Detroit Pistons,John Shumate,27,9,,25.3,3.9,7.2,0.54,0.0,0.0,,3.9,7.2,0.54,0.54,1.9,2.8,0.68,2.0,5.8,7.8,1.0,1.0,0.6,1.6,1.8,9.7
1980,9,DET,Detroit Pistons,Greg Kelser,22,50,,24.7,5.6,11.9,0.47,0.1,0.3,0.2,5.5,11.6,0.48,0.48,2.9,4.1,0.72,2.5,3.0,5.5,2.2,1.2,0.7,2.8,3.5,14.2
1980,9,DET,Detroit Pistons,Terry Duerod,23,67,,19.9,4.2,8.9,0.47,0.2,0.8,0.28,4.0,8.1,0.49,0.48,0.7,1.0,0.68,0.4,1.0,1.5,1.7,0.6,0.2,1.2,1.5,9.3
1980,9,DET,Detroit Pistons,Phil Hubbard,23,64,,18.6,3.3,7.0,0.47,0.0,0.0,0.0,3.3,7.0,0.47,0.47,2.6,3.4,0.75,1.8,3.2,5.0,1.1,0.8,0.2,1.9,3.2,9.1
1980,9,DET,Detroit Pistons,Steve Malovic,23,10,,16.2,0.8,2.5,0.32,0.0,0.0,,0.8,2.5,0.32,0.32,1.0,1.4,0.71,0.9,1.9,2.8,1.4,0.2,0.5,0.9,1.6,2.6
1980,9,DET,Detroit Pistons,Roy Hamilton,22,72,,15.5,1.6,4.0,0.4,0.0,0.0,0.0,1.6,4.0,0.4,0.4,1.4,2.1,0.69,0.6,0.9,1.5,2.7,0.7,0.1,1.6,1.1,4.6
1980,9,DET,Detroit Pistons,Earl Evans,24,36,,10.6,1.8,3.9,0.45,0.2,0.5,0.39,1.6,3.4,0.46,0.48,0.7,1.2,0.57,0.7,1.4,2.1,1.0,0.4,0.0,1.0,1.8,4.4
1980,9,DET,Detroit Pistons,Jackie Robinson,24,7,,7.3,1.3,2.4,0.53,0.0,0.1,0.0,1.3,2.3,0.56,0.53,1.3,1.6,0.82,0.4,0.3,0.7,0.0,0.4,0.4,0.3,1.1,3.9
