Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1980,26,KCK,Kansas City Kings,Otis Birdsong,24,82,,35.2,9.5,18.9,0.5,0.1,0.4,0.28,9.4,18.4,0.51,0.51,3.5,5.0,0.69,2.1,2.0,4.0,2.5,1.7,0.3,2.2,2.8,22.7
1980,26,KCK,Kansas City Kings,Scott Wedman,27,68,,34.5,8.4,16.4,0.51,0.1,0.3,0.32,8.3,16.0,0.52,0.52,2.1,2.7,0.8,1.7,4.0,5.7,2.1,1.2,0.7,1.6,3.4,19.0
1980,26,KCK,Kansas City Kings,Phil Ford,23,82,,32.0,6.0,12.9,0.46,0.0,0.3,0.17,5.9,12.6,0.47,0.46,4.2,5.2,0.82,0.4,1.7,2.1,7.4,1.7,0.0,3.4,2.5,16.2
1980,26,KCK,Kansas City Kings,Sam Lacey,31,81,,29.8,3.7,8.4,0.45,0.0,0.0,0.0,3.7,8.3,0.45,0.45,1.7,2.3,0.74,2.1,5.8,8.0,5.7,1.4,1.3,2.6,3.8,9.2
1980,26,KCK,Kansas City Kings,Reggie King,22,82,,25.0,3.1,6.1,0.52,0.0,0.0,0.0,3.1,6.1,0.52,0.52,1.9,2.7,0.73,2.2,4.7,6.9,1.3,0.8,0.4,1.2,2.8,8.2
1980,26,KCK,Kansas City Kings,Bill Robinzine,27,81,,23.7,4.5,8.9,0.5,0.0,0.0,0.5,4.5,8.9,0.5,0.5,2.5,3.4,0.73,2.3,4.2,6.5,0.8,1.3,0.3,1.8,3.8,11.4
1980,26,KCK,Kansas City Kings,Mike Green,28,21,,21.9,3.3,7.6,0.43,0.0,0.1,0.0,3.3,7.5,0.44,0.43,1.1,2.0,0.57,1.7,3.7,5.4,1.3,0.6,1.0,1.7,2.6,7.7
1980,26,KCK,Kansas City Kings,Ernie Grunfeld,24,80,,17.5,2.3,5.3,0.44,0.0,0.0,0.5,2.3,5.2,0.44,0.44,1.3,1.6,0.77,1.1,1.8,2.9,1.4,0.7,0.1,1.0,1.9,5.9
1980,26,KCK,Kansas City Kings,Billy McKinney,24,76,,17.5,2.7,6.0,0.45,0.0,0.1,0.1,2.7,5.9,0.46,0.45,1.4,1.8,0.8,0.3,0.9,1.1,3.3,0.8,0.1,1.2,1.1,6.8
1980,26,KCK,Kansas City Kings,Len Elmore,27,58,,15.8,1.8,4.2,0.43,0.0,0.0,,1.8,4.2,0.43,0.43,0.9,1.3,0.69,1.3,3.2,4.4,1.1,0.7,0.7,1.2,2.7,4.5
1980,26,KCK,Kansas City Kings,Marlon Redmond,24,24,,12.4,2.5,5.8,0.43,0.0,0.4,0.0,2.5,5.4,0.46,0.43,1.0,1.4,0.71,0.8,1.4,2.2,0.8,0.2,0.4,0.8,1.1,5.9
1980,26,KCK,Kansas City Kings,Gus Gerard,26,73,,11.9,2.2,4.8,0.46,0.0,0.0,0.33,2.2,4.7,0.46,0.46,0.9,1.4,0.66,1.1,1.4,2.4,0.6,0.6,0.4,0.7,1.3,5.3
1980,26,KCK,Kansas City Kings,Tom Burleson,27,37,,7.4,1.0,2.8,0.35,0.0,0.1,0.0,1.0,2.7,0.36,0.35,0.6,1.1,0.57,0.6,1.3,1.9,0.5,0.2,0.4,0.7,1.3,2.6
1980,26,KCK,Kansas City Kings,Terry Crosby,23,4,,7.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.3,0.3,1.8,0.0,0.0,1.3,1.0,1.5
