SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,2,BOS,Jayson Tatum,20.0,79,79.0,2455,466,1036,0.45,116,311,0.37,350,725,0.48,0.51,195,228,0.86,70,407,477,168,84,57,122,168,1243
2019,2,BOS,Kyrie Irving,26.0,67,67.0,2214,604,1241,0.49,174,434,0.4,430,807,0.53,0.56,214,245,0.87,71,264,335,464,103,34,172,167,1596
2019,2,BOS,Marcus Smart,24.0,80,60.0,2200,239,567,0.42,126,346,0.36,113,221,0.51,0.53,104,129,0.81,57,177,234,321,143,28,123,201,708
2019,2,BOS,Marcus Morris,29.0,75,53.0,2091,377,844,0.45,146,389,0.38,231,455,0.51,0.53,146,173,0.84,76,382,458,109,43,25,92,181,1046
2019,2,BOS,Al Horford,32.0,68,68.0,1973,387,723,0.54,73,203,0.36,314,520,0.6,0.59,78,95,0.82,120,338,458,283,59,86,102,126,925
2019,2,BOS,Jaylen Brown,22.0,74,25.0,1913,368,792,0.46,95,276,0.34,273,516,0.53,0.52,133,202,0.66,65,248,313,100,69,32,99,186,964
2019,2,BOS,Gordon Hayward,28.0,72,18.0,1863,296,635,0.47,77,231,0.33,219,404,0.54,0.53,156,187,0.83,51,271,322,244,62,23,105,104,825
2019,2,BOS,Terry Rozier,24.0,79,14.0,1791,258,666,0.39,119,337,0.35,139,329,0.42,0.48,73,93,0.78,32,275,307,231,68,21,68,101,708
2019,2,BOS,Daniel Theis,26.0,66,2.0,908,146,266,0.55,26,67,0.39,120,199,0.6,0.6,56,76,0.74,87,138,225,68,21,42,33,161,374
2019,2,BOS,Aron Baynes,32.0,51,18.0,821,105,223,0.47,21,61,0.34,84,162,0.52,0.52,53,62,0.86,88,152,240,57,12,34,40,125,284
2019,2,BOS,Semi Ojeleye,24.0,56,3.0,594,67,158,0.42,28,89,0.32,39,69,0.56,0.51,24,39,0.62,24,62,86,23,10,4,19,43,186
2019,2,BOS,Brad Wanamaker,29.0,36,0.0,343,50,105,0.48,16,39,0.41,34,66,0.52,0.55,24,28,0.86,3,38,41,56,12,2,19,34,140
2019,2,BOS,Robert Williams,21.0,32,2.0,283,36,51,0.71,0,0,,36,51,0.71,0.71,9,15,0.6,27,54,81,7,9,40,10,36,81
2019,2,BOS,Guerschon Yabusele,23.0,41,1.0,251,35,77,0.46,9,28,0.32,26,49,0.53,0.51,15,22,0.68,23,30,53,15,8,7,15,32,94
2019,2,BOS,PJ Dozier,22.0,6,0.0,51,8,21,0.38,2,8,0.25,6,13,0.46,0.43,1,2,0.5,6,11,17,5,2,0,0,2,19
2019,2,BOS,R.J. Hunter,25.0,1,0.0,26,6,13,0.46,4,10,0.4,2,3,0.67,0.62,1,2,0.5,1,2,3,3,1,0,0,3,17
2019,2,BOS,Greg Monroe,28.0,2,0.0,5,3,5,0.6,0,0,,3,5,0.6,0.6,0,0,,3,0,3,1,0,0,0,0,6
2019,2,BOS,Team Totals,,82,,19780,3451,7423,0.46,1032,2829,0.36,2419,4594,0.53,0.53,1282,1598,0.8,804,2849,3653,2155,706,435,1052,1670,9216
