PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Isiah Thomas,23,9,9,355,8.4,16.8,0.5,0.6,1.5,0.4,7.8,15.3,0.51,4.8,6.3,0.758,1.1,3.7,4.8,10.2,1.9,0.4,3.0,4.0,22.2
Bill Laimbeer,27,9,9,325,5.3,11.9,0.449,0.0,0.2,0.0,5.3,11.6,0.457,4.0,5.6,0.706,4.0,6.6,10.6,1.7,0.8,0.8,1.8,3.5,14.6
Kelly Tripucka,25,9,9,288,6.1,14.7,0.415,0.0,0.1,0.0,6.1,14.6,0.419,4.4,5.0,0.875,2.4,2.5,4.9,3.6,0.5,0.4,2.4,2.7,16.6
John Long,28,9,9,255,6.8,14.8,0.457,0.1,0.6,0.25,6.6,14.3,0.465,2.1,2.1,1.0,1.4,1.0,2.4,1.8,2.0,0.3,1.6,3.1,15.8
Vinnie Johnson,28,9,0,235,8.1,15.8,0.515,0.0,0.5,0.0,8.1,15.3,0.53,3.4,4.3,0.7859999999999999,2.3,1.8,4.1,4.4,0.9,0.2,2.3,3.7,19.6
Dan Roundfield,31,9,8,215,5.5,11.4,0.485,0.0,0.0,,5.5,11.4,0.485,2.7,2.8,0.941,3.2,6.9,10.0,2.5,0.7,1.0,2.5,3.5,13.7
Terry Tyler,28,9,0,179,9.9,20.1,0.49,0.0,0.2,0.0,9.9,19.9,0.495,4.4,5.4,0.815,3.0,5.0,8.0,0.6,1.2,0.8,1.8,3.4,24.1
Kent Benson,30,9,1,142,6.3,11.7,0.5429999999999999,0.0,0.0,,6.3,11.7,0.5429999999999999,3.3,3.8,0.867,2.3,6.8,9.1,1.0,2.0,0.5,1.5,6.8,16.0
Earl Cureton,27,9,0,133,4.3,9.2,0.47100000000000003,0.0,0.3,0.0,4.3,8.9,0.485,1.4,2.4,0.556,2.7,8.4,11.1,1.1,2.4,0.5,1.1,5.4,10.0
Brook Steppe,25,4,0,20,3.6,12.6,0.28600000000000003,0.0,1.8,0.0,3.6,10.8,0.33299999999999996,7.2,10.8,0.667,1.8,3.6,5.4,3.6,0.0,0.0,3.6,5.4,14.4
Tony Campbell,22,2,0,9,4.0,12.0,0.33299999999999996,0.0,0.0,,4.0,12.0,0.33299999999999996,0.0,0.0,,0.0,8.0,8.0,4.0,0.0,0.0,0.0,4.0,8.0
Major Jones,31,1,0,4,9.0,9.0,1.0,0.0,0.0,,9.0,9.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
