PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Clyde Drexler,22,9,9,339,5.8,14.2,0.41,0.2,0.7,0.28600000000000003,5.6,13.5,0.41700000000000004,4.0,4.8,0.8440000000000001,2.9,3.0,5.8,8.8,2.4,1.0,3.1,3.9,15.9
Kiki Vandeweghe,26,9,9,311,9.8,18.3,0.5379999999999999,0.1,0.8,0.14300000000000002,9.7,17.5,0.556,3.6,3.8,0.9390000000000001,1.6,1.5,3.1,2.0,0.9,0.3,1.4,2.7,23.4
Kenny Carr,29,9,9,265,6.8,12.9,0.526,0.0,0.1,0.0,6.8,12.8,0.532,2.2,2.7,0.8,4.1,5.4,9.5,1.4,0.4,0.3,3.1,5.4,15.8
Sam Bowie,23,9,9,259,3.6,8.2,0.441,0.0,0.0,,3.6,8.2,0.441,1.9,3.5,0.56,2.2,8.3,10.6,2.9,0.6,2.9,1.7,5.0,9.2
Mychal Thompson,30,9,0,250,7.2,14.7,0.49,0.0,0.0,,7.2,14.7,0.49,4.8,7.1,0.6729999999999999,3.6,6.8,10.4,2.0,1.0,1.7,2.7,4.6,19.2
Darnell Valentine,25,9,9,244,6.3,13.0,0.489,0.0,0.0,,6.3,13.0,0.489,4.3,4.6,0.935,0.9,1.6,2.5,8.6,2.4,0.0,3.1,4.1,17.0
Jim Paxson,27,9,0,212,8.0,17.2,0.465,0.5,1.7,0.3,7.5,15.5,0.484,3.2,4.1,0.792,1.0,2.4,3.4,3.6,1.0,0.0,0.8,2.7,19.7
Steve Colter,22,9,0,166,7.8,16.3,0.48,0.7,2.4,0.273,7.2,13.9,0.516,1.1,1.7,0.625,0.9,2.6,3.5,8.0,1.1,0.0,2.2,5.2,17.3
Audie Norris,24,8,0,109,6.3,10.6,0.594,0.0,0.0,,6.3,10.6,0.594,3.0,7.3,0.409,7.3,6.9,14.2,1.0,1.3,1.7,3.6,8.3,15.5
Jerome Kersey,22,8,0,60,9.6,18.6,0.516,0.0,0.0,,9.6,18.6,0.516,3.6,4.8,0.75,3.0,2.4,5.4,3.6,4.2,1.2,1.2,6.6,22.8
Tom Scheffler,30,3,0,10,7.2,10.8,0.667,0.0,0.0,,7.2,10.8,0.667,10.8,14.4,0.75,10.8,7.2,18.0,0.0,3.6,0.0,3.6,0.0,25.2
Bernard Thompson,22,2,0,10,0.0,18.0,0.0,0.0,0.0,,0.0,18.0,0.0,7.2,7.2,1.0,3.6,7.2,10.8,7.2,0.0,3.6,0.0,3.6,7.2
