PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Sidney Moncrief,27,8,7,319,6.2,11.2,0.556,0.5,1.1,0.4,5.8,10.0,0.573,7.9,8.5,0.9329999999999999,1.1,2.7,3.8,4.5,0.6,0.5,2.3,2.9,20.8
Terry Cummings,23,8,8,311,10.0,17.2,0.5770000000000001,0.0,0.1,0.0,10.0,17.1,0.581,5.6,6.7,0.828,2.4,5.7,8.1,2.3,1.4,0.8,3.0,3.8,25.5
Paul Pressey,26,8,8,296,5.5,10.7,0.511,0.1,0.4,0.33299999999999996,5.4,10.3,0.518,3.8,4.6,0.816,1.8,4.0,5.8,7.4,2.2,0.6,3.9,3.3,14.8
Craig Hodges,24,8,8,216,4.7,12.8,0.364,0.7,3.8,0.174,4.0,9.0,0.444,0.7,0.8,0.8,0.3,1.8,2.2,4.3,2.0,0.2,3.0,4.8,10.7
Alton Lister,26,8,8,203,4.8,10.6,0.45,0.0,0.0,,4.8,10.6,0.45,2.7,5.7,0.469,4.8,6.2,11.0,2.7,1.1,2.7,2.8,6.4,12.2
Ricky Pierce,25,8,1,198,6.5,13.3,0.493,0.0,0.4,0.0,6.5,12.9,0.507,1.3,1.6,0.778,1.5,1.8,3.3,2.7,0.5,0.2,3.1,4.7,14.4
Paul Mokeski,28,8,0,154,3.7,8.4,0.444,0.0,0.0,,3.7,8.4,0.444,2.8,2.8,1.0,1.9,6.1,7.9,2.8,0.5,0.9,2.8,6.5,10.3
Randy Breuer,24,8,0,104,5.2,9.0,0.5770000000000001,0.0,0.0,,5.2,9.0,0.5770000000000001,4.8,7.3,0.667,3.1,5.2,8.3,0.0,0.7,0.7,2.8,5.2,15.2
Charles Davis,26,5,0,51,5.6,14.1,0.4,0.0,1.4,0.0,5.6,12.7,0.444,2.1,2.8,0.75,4.2,2.8,7.1,2.8,0.0,0.0,2.8,1.4,13.4
Paul Thompson,23,3,0,34,5.3,12.7,0.41700000000000004,0.0,2.1,0.0,5.3,10.6,0.5,3.2,5.3,0.6,1.1,4.2,5.3,2.1,4.2,1.1,4.2,3.2,13.8
Kevin Grevey,31,5,0,28,5.1,16.7,0.308,0.0,0.0,,5.1,16.7,0.308,5.1,5.1,1.0,1.3,1.3,2.6,2.6,2.6,0.0,0.0,6.4,15.4
Chris Engler,25,1,0,6,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0
