PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Magic Johnson,25,19,19,687,6.1,11.8,0.513,0.1,0.4,0.14300000000000002,6.0,11.5,0.525,5.2,6.2,0.847,1.0,6.0,7.0,15.1,1.7,0.2,4.0,2.5,17.4
James Worthy,23,19,19,626,9.5,15.4,0.622,0.1,0.1,0.5,9.5,15.2,0.623,4.3,6.4,0.6759999999999999,2.0,3.5,5.5,2.4,1.0,0.7,1.5,3.0,23.5
Kareem Abdul-Jabbar,37,19,19,610,9.9,17.7,0.56,0.0,0.0,,9.9,17.7,0.56,4.7,6.1,0.777,3.0,6.1,9.1,4.5,1.4,2.1,3.1,4.0,24.6
Byron Scott,23,19,19,585,8.5,16.4,0.517,0.6,1.3,0.47600000000000003,7.9,15.1,0.52,2.2,2.7,0.795,1.0,2.2,3.2,3.1,2.5,0.2,1.5,2.9,19.8
Michael Cooper,28,19,0,501,5.1,9.1,0.563,0.6,1.9,0.308,4.5,7.2,0.63,3.4,3.7,0.9229999999999999,0.9,4.6,5.5,6.7,1.5,0.6,2.6,3.3,14.2
Bob McAdoo,33,19,0,398,8.2,17.5,0.47200000000000003,0.0,0.1,0.0,8.2,17.4,0.474,3.2,4.3,0.745,2.3,5.5,7.8,1.4,0.8,2.4,2.9,6.0,19.6
Kurt Rambis,26,19,19,375,4.6,7.8,0.593,0.0,0.0,,4.6,7.8,0.593,1.8,2.7,0.679,4.0,8.4,12.4,1.6,1.7,0.9,1.8,5.0,11.0
Mike McGee,25,17,0,260,10.5,19.7,0.535,1.2,2.5,0.5,9.3,17.2,0.54,4.0,5.8,0.69,2.8,2.2,5.0,1.7,1.0,0.1,1.9,3.6,26.3
Larry Spriggs,25,16,0,230,6.3,12.1,0.519,0.0,0.3,0.0,6.3,11.7,0.5329999999999999,2.8,4.5,0.621,2.5,5.5,8.0,5.2,0.6,0.8,4.1,5.6,15.3
Mitch Kupchak,30,16,0,197,5.7,9.7,0.585,0.0,0.2,0.0,5.7,9.5,0.596,2.4,4.0,0.591,2.0,6.8,8.8,0.9,0.4,1.3,1.8,7.7,13.7
Ronnie Lester,26,9,0,54,4.0,10.0,0.4,0.0,0.0,,4.0,10.0,0.4,4.7,6.0,0.778,1.3,4.0,5.3,6.0,0.0,0.0,2.7,4.7,12.7
Chuck Nevitt,25,7,0,37,2.9,8.8,0.33299999999999996,0.0,0.0,,2.9,8.8,0.33299999999999996,3.9,7.8,0.5,2.9,2.9,5.8,1.0,3.9,5.8,1.9,10.7,9.7
