PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Alex English,31,14,14,536,10.9,20.4,0.536,0.0,0.1,0.0,10.9,20.4,0.5379999999999999,6.5,7.3,0.89,2.4,3.8,6.2,4.2,1.1,0.3,2.0,2.7,28.4
Calvin Natt,28,15,15,508,9.3,16.9,0.55,0.0,0.0,,9.3,16.9,0.55,5.1,6.3,0.809,2.2,4.8,7.0,4.0,0.6,0.4,2.2,2.5,23.7
T.R. Dunn,29,15,15,371,2.6,6.3,0.415,0.0,0.0,,2.6,6.3,0.415,1.4,1.8,0.737,2.6,3.2,5.8,3.3,2.3,0.3,1.0,4.4,6.6
Elston Turner,25,15,4,358,5.0,10.3,0.49,0.2,0.2,1.0,4.8,10.1,0.48,1.2,1.9,0.632,3.0,4.3,7.3,4.6,1.7,0.1,2.6,4.2,11.5
Fat Lever,24,11,8,342,5.2,12.8,0.402,0.0,0.2,0.0,5.2,12.6,0.408,5.1,6.6,0.762,2.4,5.1,7.5,9.8,2.7,0.2,3.6,3.5,15.4
Dan Issel,36,15,4,325,8.1,17.6,0.45899999999999996,0.1,0.1,1.0,8.0,17.5,0.456,4.3,5.3,0.813,1.6,4.4,6.0,3.0,1.3,0.6,1.4,4.0,20.6
Wayne Cooper,28,15,12,321,7.5,16.0,0.469,0.0,0.0,,7.5,16.0,0.469,3.4,4.5,0.75,3.8,6.6,10.4,2.2,0.9,4.0,2.1,5.8,18.4
Bill Hanzlik,27,15,0,310,5.2,10.7,0.489,0.0,0.1,0.0,5.2,10.6,0.495,3.5,4.8,0.732,2.8,2.6,5.3,3.8,1.6,0.7,2.6,6.6,13.9
Mike Evans,29,15,0,281,7.9,18.3,0.434,2.2,6.5,0.33299999999999996,5.8,11.8,0.489,1.8,2.2,0.8240000000000001,0.4,3.7,4.1,5.9,1.7,0.4,4.6,5.0,19.9
Willie White,22,10,3,123,7.9,16.7,0.474,0.6,0.9,0.667,7.3,15.8,0.46299999999999997,2.0,3.5,0.583,2.6,2.3,5.0,5.0,1.5,0.0,4.7,1.8,18.4
Danny Schayes,25,9,0,118,3.4,7.9,0.423,0.0,0.0,,3.4,7.9,0.423,4.3,6.1,0.7,2.4,6.7,9.2,3.7,0.9,1.2,1.5,6.7,11.0
Joe Kopicki,24,7,0,32,6.8,18.0,0.375,0.0,0.0,,6.8,18.0,0.375,10.1,19.1,0.529,2.3,12.4,14.6,3.4,1.1,1.1,1.1,5.6,23.6
