SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,11,HOU,Ralph Sampson,24,5,5,193,8.0,18.7,0.43,0.2,0.2,1.0,7.8,18.5,0.42,3.5,6.9,0.51,4.7,10.8,15.5,1.3,0.4,1.5,3.2,4.3,19.8
1985,11,HOU,Hakeem Olajuwon,22,5,5,187,8.1,16.9,0.48,0.0,0.0,,8.1,16.9,0.48,4.2,8.9,0.48,6.4,6.2,12.5,1.3,1.3,2.5,2.1,4.2,20.4
1985,11,HOU,Rodney McCray,23,5,5,181,3.8,6.8,0.56,0.0,0.0,,3.8,6.8,0.56,3.0,4.6,0.65,1.8,4.2,6.0,2.2,1.2,0.2,2.6,3.4,10.5
1985,11,HOU,Lewis Lloyd,25,5,5,174,7.9,15.9,0.49,0.0,0.0,,7.9,15.9,0.49,2.1,2.9,0.71,3.1,2.9,6.0,5.2,1.4,1.7,2.1,2.5,17.8
1985,11,HOU,John Lucas,31,5,4,152,6.2,18.9,0.32,0.5,3.3,0.14,5.7,15.6,0.36,3.3,5.2,0.64,1.7,3.3,5.0,6.4,1.4,0.0,1.7,3.3,16.1
1985,11,HOU,Lionel Hollins,31,5,1,94,3.1,10.0,0.31,0.0,0.0,,3.1,10.0,0.31,0.4,0.4,1.0,0.4,3.1,3.4,6.9,1.5,0.0,2.7,6.1,6.5
1985,11,HOU,Robert Reid,29,5,0,87,7.9,18.6,0.42,0.0,1.7,0.0,7.9,17.0,0.46,0.0,0.0,,1.2,5.8,7.0,2.1,1.7,0.8,2.5,9.1,15.7
1985,11,HOU,Larry Micheaux,24,5,0,57,3.8,12.0,0.32,0.0,0.6,0.0,3.8,11.4,0.33,2.5,6.3,0.4,7.6,5.7,13.3,0.0,0.0,1.3,1.9,5.1,10.1
1985,11,HOU,Mitchell Wiggins,25,5,0,45,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,0.0,,2.4,0.8,3.2,0.8,3.2,0.0,2.4,4.8,14.4
1985,11,HOU,Allen Leavell,27,5,0,16,4.5,13.5,0.33,0.0,4.5,0.0,4.5,9.0,0.5,4.5,4.5,1.0,2.3,4.5,6.8,6.8,0.0,0.0,2.3,4.5,13.5
1985,11,HOU,Jim Petersen,22,3,0,8,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,9.0,4.5,0.0,0.0,4.5,9.0,9.0
1985,11,HOU,Craig Ehlo,23,3,0,6,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,18.0,24.0
