PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Artis Gilmore,35,5,5,185,5.6,10.1,0.5579999999999999,0.0,0.0,,5.6,10.1,0.5579999999999999,6.0,8.8,0.6890000000000001,1.9,7.8,9.7,1.4,0.4,1.4,4.5,3.5,17.3
George Gervin,32,5,5,183,8.3,15.5,0.532,0.0,0.6,0.0,8.3,15.0,0.5529999999999999,5.3,6.7,0.794,0.6,3.0,3.5,2.8,0.6,0.6,3.9,3.7,21.8
Mike Mitchell,29,5,5,180,8.8,15.6,0.564,0.0,0.2,0.0,8.8,15.4,0.5710000000000001,4.2,4.8,0.875,1.0,2.8,3.8,2.4,0.6,0.8,1.8,3.8,21.8
Johnny Moore,26,5,5,168,5.4,11.6,0.46299999999999997,0.2,0.6,0.33299999999999996,5.1,10.9,0.47100000000000003,3.2,4.9,0.652,2.8,3.6,6.4,9.0,2.1,0.4,3.4,3.6,14.1
Marc Iavaroni,28,5,5,116,4.7,8.7,0.536,0.0,0.3,0.0,4.7,8.4,0.556,4.7,6.2,0.75,2.5,5.6,8.1,4.0,1.6,0.6,4.7,7.1,14.0
John Paxson,24,5,0,114,6.6,13.3,0.5,0.6,2.8,0.222,6.0,10.4,0.5760000000000001,2.2,2.8,0.778,0.0,1.6,1.6,6.6,1.6,0.0,1.6,2.8,16.1
Jeff Cook,28,5,0,98,3.3,6.6,0.5,0.0,0.4,0.0,3.3,6.2,0.529,6.2,9.2,0.68,2.2,8.4,10.7,1.5,1.8,2.2,2.2,8.4,12.9
Ozell Jones,24,5,0,73,3.9,5.4,0.727,0.0,0.0,,3.9,5.4,0.727,0.5,3.0,0.16699999999999998,2.5,5.9,8.4,2.0,0.5,2.0,3.5,8.9,8.4
Billy Knight,32,5,0,45,6.4,12.0,0.5329999999999999,0.0,3.2,0.0,6.4,8.8,0.727,0.0,0.0,,2.4,2.4,4.8,2.4,1.6,0.0,1.6,1.6,12.8
David Thirdkill,24,5,0,22,1.6,6.5,0.25,0.0,3.3,0.0,1.6,3.3,0.5,3.3,6.5,0.5,0.0,3.3,3.3,3.3,0.0,0.0,6.5,6.5,6.5
Gene Banks,25,1,0,10,0.0,3.6,0.0,0.0,0.0,,0.0,3.6,0.0,0.0,0.0,,0.0,0.0,0.0,3.6,0.0,0.0,7.2,10.8,0.0
Linton Townes,25,2,0,6,24.0,48.0,0.5,0.0,6.0,0.0,24.0,42.0,0.5710000000000001,0.0,0.0,,12.0,6.0,18.0,0.0,0.0,0.0,0.0,6.0,48.0
