Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1988,13,2154,LAC,Los Angeles Clippers,23.0,NBA,SF,66.0,1435.0,11.2,0.5,0.02,0.34,7.2,12.5,9.7,8.5,1.5,1.3,15.2,19.2,-0.8,1.4,0.6,0.02,-2.6,-0.5,-3.1,-0.4
1989,13,2154,LAC,Los Angeles Clippers,24.0,NBA,SF,80.0,3020.0,15.4,0.52,0.02,0.21,8.7,14.9,11.8,13.6,1.6,1.2,12.9,20.8,1.9,2.1,4.0,0.06,0.3,-0.8,-0.5,1.1
1990,13,2154,LAC,Los Angeles Clippers,25.0,NBA,SF,70.0,2334.0,14.6,0.53,0.02,0.26,7.1,15.8,11.5,10.9,1.6,1.5,15.3,22.3,0.4,2.6,2.9,0.06,-0.6,-0.4,-0.9,0.6
1991,13,2154,LAC,Los Angeles Clippers,26.0,NBA,SF,70.0,2309.0,16.4,0.53,0.03,0.26,8.1,15.2,11.6,10.9,1.3,1.6,10.7,22.8,2.2,2.6,4.8,0.1,0.8,-0.2,0.5,1.5
1992,13,2154,LAC,Los Angeles Clippers,27.0,NBA,SF,77.0,2009.0,15.3,0.5,0.03,0.28,8.7,16.2,12.4,9.7,1.3,2.1,9.8,21.6,1.2,2.8,4.0,0.1,0.0,-0.1,0.0,1.0
1993,13,2154,LAC,Los Angeles Clippers,28.0,NBA,SF,76.0,2477.0,15.7,0.53,0.04,0.23,9.2,16.4,12.8,9.6,1.2,1.5,10.4,19.9,2.7,2.5,5.2,0.1,0.7,-1.0,-0.3,1.1
1994,17,2154,MIL,Milwaukee Bucks,29.0,NBA,SF,82.0,2539.0,12.6,0.49,0.21,0.2,7.2,15.9,11.3,14.3,1.2,1.2,13.0,19.6,0.6,1.3,1.9,0.04,-0.7,-1.6,-2.3,-0.2
1995,1,2154,ATL,Atlanta Hawks,30.0,NBA,SF,74.0,1879.0,14.8,0.51,0.33,0.16,6.2,16.5,11.2,9.2,1.0,0.8,9.5,24.5,0.9,2.2,3.2,0.08,0.2,-1.3,-1.1,0.4
1996,1,2154,ATL,Atlanta Hawks,31.0,NBA,SF,34.0,770.0,13.4,0.52,0.31,0.18,5.9,14.7,10.1,13.8,1.0,1.6,13.5,19.9,0.5,0.6,1.1,0.07,0.0,-1.1,-1.0,0.2
1997,1,2154,ATL,Atlanta Hawks,32.0,NBA,SF,17.0,220.0,3.1,0.32,0.4,0.13,4.4,16.4,10.6,9.3,1.8,1.1,15.3,25.2,-0.9,0.3,-0.6,-0.13,-7.8,-1.4,-9.2,-0.4
