Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2010,24,540,PHO,Phoenix Suns,22.0,NBA,PF,51.0,0.0,383.0,7.4,19.9,0.37,0.3,0.7,0.4,7.1,19.2,0.37,3.4,4.7,0.72,2.4,5.8,8.2,2.8,0.9,1.7,3.0,3.3,18.4,,89.0,111.0
2011,31,540,TOT,Total After Trade,23.0,NBA,SF,42.0,0.0,464.0,7.7,17.8,0.43,0.0,0.6,0.0,7.7,17.3,0.44,3.0,5.3,0.57,4.2,7.2,11.4,1.0,0.9,2.0,3.2,5.1,18.4,,91.0,103.0
2011,24,540,PHO,Phoenix Suns,23.0,NBA,SF,9.0,0.0,72.0,8.5,21.9,0.39,0.0,0.0,,8.5,21.9,0.39,3.5,7.1,0.5,2.8,9.2,12.0,2.8,0.7,2.1,1.4,4.2,20.5,,91.0,109.0
2011,22,540,ORL,Orlando Magic,23.0,NBA,SF,33.0,0.0,392.0,7.5,17.0,0.44,0.0,0.7,0.0,7.5,16.4,0.46,3.0,5.0,0.6,4.4,6.8,11.3,0.7,0.9,2.0,3.5,5.2,18.0,,91.0,102.0
2012,22,540,ORL,Orlando Magic,24.0,NBA,PF,45.0,1.0,559.0,4.9,13.4,0.37,0.0,0.0,,4.9,13.4,0.37,2.0,2.8,0.72,3.4,8.6,12.0,1.7,1.2,3.1,2.4,6.9,11.9,,87.0,101.0
2013,14,540,LAL,Los Angeles Lakers,25.0,NBA,PF,59.0,36.0,1363.0,6.3,14.4,0.44,1.3,3.9,0.34,5.0,10.5,0.48,2.0,2.8,0.7,3.1,9.1,12.1,2.4,1.3,1.6,2.3,3.8,16.0,,103.0,105.0
2014,31,540,TOT,Total After Trade,26.0,NBA,PF,54.0,17.0,768.0,6.5,17.6,0.37,2.8,8.2,0.34,3.8,9.4,0.4,1.5,2.3,0.65,1.5,8.1,9.6,1.2,1.1,1.7,2.1,4.5,17.3,,92.0,107.0
2014,6,540,CLE,Cleveland Cavaliers,26.0,NBA,PF,45.0,17.0,698.0,6.6,17.7,0.38,3.0,8.6,0.34,3.7,9.2,0.4,1.0,1.8,0.58,1.5,7.9,9.4,1.2,1.2,1.4,2.2,4.5,17.3,,91.0,107.0
2014,20,540,NYK,New York Knicks,26.0,NBA,PF,9.0,0.0,70.0,5.3,16.0,0.33,0.8,4.6,0.17,4.6,11.4,0.4,6.1,7.6,0.8,1.5,10.6,12.2,1.5,0.8,4.6,0.8,4.6,17.5,,102.0,105.0
2015,3,540,BRK,Brooklyn Nets,27.0,NBA,PF,10.0,0.0,93.0,6.1,16.7,0.37,2.2,7.8,0.29,3.9,8.9,0.44,0.6,2.2,0.25,0.6,12.2,12.8,1.7,1.7,2.2,3.3,6.7,15.0,,76.0,102.0
