SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,23,PHI,Ben Simmons,21,10,10,369,61,125,0.49,0,1,0.0,61,124,0.49,0.49,41,58,0.71,16,78,94,77,17,8,44,34,163
2018,23,PHI,J.J. Redick,33,10,10,342,60,135,0.44,26,75,0.35,34,60,0.57,0.54,36,42,0.86,3,12,15,26,8,1,11,21,182
2018,23,PHI,Dario AariA,23,10,10,329,59,140,0.42,20,52,0.38,39,88,0.44,0.49,34,40,0.85,32,41,73,35,10,4,15,28,172
2018,23,PHI,Robert Covington,27,10,8,281,27,83,0.32,15,48,0.31,12,35,0.34,0.42,12,16,0.75,12,41,53,25,11,9,11,30,81
2018,23,PHI,Joel Embiid,23,8,8,278,60,138,0.44,8,29,0.28,52,109,0.48,0.46,43,61,0.7,23,78,101,24,7,14,29,31,171
2018,23,PHI,Marco Belinelli,31,10,0,273,43,106,0.41,16,46,0.35,27,60,0.45,0.48,27,31,0.87,1,20,21,20,7,0,4,20,129
2018,23,PHI,Ersan Alyasova,30,10,1,233,36,84,0.43,9,31,0.29,27,53,0.51,0.48,12,21,0.57,26,50,76,13,7,4,10,25,93
2018,23,PHI,T.J. McConnell,25,10,2,155,25,36,0.69,2,3,0.67,23,33,0.7,0.72,3,5,0.6,6,20,26,23,6,0,6,13,55
2018,23,PHI,Amir Johnson,30,8,1,94,11,21,0.52,0,0,,11,21,0.52,0.52,4,5,0.8,14,9,23,9,2,1,3,10,26
2018,23,PHI,Justin Anderson,24,7,0,33,3,8,0.38,2,7,0.29,1,1,1.0,0.5,0,0,,1,8,9,0,1,0,2,8,8
2018,23,PHI,Markelle Fultz,19,3,0,23,1,7,0.14,0,0,,1,7,0.14,0.14,3,4,0.75,0,3,3,5,2,0,1,4,5
2018,23,PHI,Richaun Holmes,24,3,0,11,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,1,1,1,0,0,0,3,0
2018,23,PHI,Jerryd Bayless,29,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
2018,23,PHI,Furkan Korkmaz,20,1,0,2,1,1,1.0,1,1,1.0,0,0,,1.5,0,0,,0,0,0,0,0,0,0,1,3
