Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1989,29,1718,UTA,Utah Jazz,Eric Leckner,1966-05-27,22.0,NBA,C,75.0,0.0,779.0,7.5,13.8,0.55,0.0,0.0,,7.5,13.8,0.55,5.0,7.1,0.7,3.0,9.5,12.5,1.0,0.5,1.4,4.3,10.9,20.1,101.0,102.0
1990,29,1718,UTA,Utah Jazz,Eric Leckner,1966-05-27,23.0,NBA,C,77.0,0.0,764.0,8.2,14.5,0.56,0.0,0.0,,8.2,14.5,0.56,5.3,7.1,0.74,3.1,9.4,12.6,1.2,1.0,1.5,4.1,10.3,21.6,106.0,104.0
1991,31,1718,TOT,Total After Trade,Eric Leckner,1966-05-27,24.0,NBA,C,72.0,2.0,1122.0,5.8,13.0,0.45,0.0,0.0,,5.8,13.0,0.45,2.8,4.9,0.56,3.6,9.5,13.1,1.7,0.6,1.0,3.1,8.5,14.4,92.0,109.0
1991,26,1718,SAC,Sacramento Kings,Eric Leckner,1966-05-27,24.0,NBA,C,32.0,0.0,378.0,5.2,12.9,0.41,0.0,0.0,,5.2,12.9,0.41,2.1,3.6,0.59,3.6,8.0,11.7,2.4,0.5,1.5,3.4,9.3,12.6,86.0,109.0
1991,4,1718,CHO,Charlotte Hornets,Eric Leckner,1966-05-27,24.0,NBA,C,40.0,2.0,744.0,6.1,13.1,0.46,0.0,0.0,,6.1,13.1,0.46,3.1,5.6,0.55,3.6,10.1,13.8,1.4,0.7,0.7,2.9,8.2,15.3,95.0,109.0
1992,4,1718,CHO,Charlotte Hornets,Eric Leckner,1966-05-27,25.0,NBA,C,59.0,2.0,716.0,5.2,10.2,0.51,0.0,0.1,0.0,5.2,10.1,0.52,2.5,3.4,0.74,3.2,10.4,13.6,2.0,0.6,1.2,2.6,7.5,12.9,105.0,110.0
1994,23,1718,PHI,Philadelphia 76Ers,Eric Leckner,1966-05-27,27.0,NBA,C,71.0,36.0,1163.0,6.0,12.3,0.49,0.0,0.1,0.0,6.0,12.3,0.49,3.6,5.6,0.65,3.2,8.9,12.2,3.7,0.8,1.5,3.7,8.2,15.6,98.0,109.0
1995,9,1718,DET,Detroit Pistons,Eric Leckner,1966-05-27,28.0,NBA,C,57.0,11.0,623.0,7.2,13.6,0.53,0.0,0.2,0.0,7.2,13.5,0.53,4.2,6.0,0.71,3.9,10.5,14.4,1.2,1.2,1.2,3.2,10.1,18.6,106.0,110.0
1996,9,1718,DET,Detroit Pistons,Eric Leckner,1966-05-27,29.0,NBA,C,18.0,8.0,155.0,6.4,10.2,0.62,0.0,0.0,,6.4,10.2,0.62,2.8,4.6,0.62,2.8,9.2,12.0,0.4,0.7,1.4,3.9,10.6,15.5,100.0,104.0
1997,31,1718,TOT,Total After Trade,Eric Leckner,1966-05-27,30.0,NBA,C,20.0,1.0,126.0,6.0,14.2,0.42,0.0,0.0,,6.0,14.2,0.42,2.6,5.2,0.5,2.2,13.4,15.5,2.2,1.3,0.9,4.3,15.1,14.6,79.0,106.0
1997,4,1718,CHO,Charlotte Hornets,Eric Leckner,1966-05-27,30.0,NBA,C,1.0,0.0,11.0,0.0,14.8,0.0,0.0,0.0,,0.0,14.8,0.0,0.0,0.0,,0.0,4.9,4.9,4.9,0.0,0.0,0.0,14.8,0.0,23.0,114.0
1997,15,1718,VAN,Vancouver Grizzlies,Eric Leckner,1966-05-27,30.0,NBA,C,19.0,1.0,115.0,6.6,14.2,0.47,0.0,0.0,,6.6,14.2,0.47,2.8,5.7,0.5,2.4,14.2,16.5,1.9,1.4,0.9,4.7,15.1,16.0,82.0,105.0
